date,product_line,promo_active,observed,source_note
2026-05-25,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-25,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-25,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-26,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-26,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-26,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-26,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-27,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-27,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-27,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-27,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-28,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-28,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-29,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-29,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-29,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-30,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-30,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-30,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-31,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-01,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-01,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-02,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-02,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-03,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-03,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-03,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-04,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-04,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-04,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-05,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-05,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-06,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-06,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-06,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-07,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-07,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-08,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-08,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-09,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-10,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-10,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-10,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-11,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-11,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-12,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-12,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-12,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-13,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-13,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-14,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-15,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-15,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-15,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-16,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-16,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-16,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-17,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-17,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-17,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-18,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-18,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-19,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-20,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-20,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-21,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-21,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-22,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-22,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-23,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-23,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-23,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-23,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-24,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-24,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-24,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-25,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-26,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-26,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-26,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-27,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-27,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-27,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-28,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-29,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-29,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-30,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-30,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-06-30,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-01,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-02,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-03,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-03,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-03,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-03,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-04,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-04,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-05,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-05,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-05,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-06,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-06,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-06,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-06,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-07,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-07,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-08,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-08,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-09,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-09,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-09,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-10,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-10,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-10,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-10,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-11,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-11,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-12,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-12,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-12,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-13,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-13,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-13,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-14,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-14,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-14,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-15,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-15,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-15,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-16,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-16,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-16,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-17,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-17,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-17,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-18,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-18,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-18,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-18,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-19,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-19,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-19,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-20,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-20,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-20,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-21,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-21,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-21,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-22,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-22,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-22,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-22,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-23,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-24,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-24,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-25,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-25,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-26,Electronics,1,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-27,Electronics,1,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-27,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-28,Electronics,1,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-28,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-28,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-29,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-29,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-30,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-30,Electronics,1,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-30,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-30,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-31,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-31,Electronics,1,1,"MarketWatch scrape, unverified, no discount depth"
2026-07-31,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-01,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-02,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-03,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-03,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-03,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-05,Electronics,1,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-05,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-05,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-06,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-06,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-06,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-07,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-07,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-08,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-08,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-09,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-09,Electronics,1,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-09,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-09,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-11,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-11,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-12,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-12,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-12,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-13,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-13,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-14,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-14,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-14,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-14,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-15,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-15,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-16,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-16,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-16,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-17,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-17,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-17,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-18,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-18,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-19,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-20,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-20,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-21,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-21,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-22,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-22,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-22,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-23,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-23,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-23,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-23,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-25,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-08-25,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
