source_row_id,date,region,product_line,units_shipped,units_returned,gross_sales,discounts,list_price,gross_margin_pct,monthly_subscription_revenue,deferred_delta,shipped_orders,ingested_at
ERP-O-000462,2026-02-08,South,Home,272.98,7.86,709752.97,,2600.0,0.3223,0.0,7807.28,148,2026-02-09T02:00:00+05:30
ERP-O-000463,2026-02-08,East,Apparel,340.66,13.49,493958.02,54335.38,1450.0,0.3253,0.0,5433.54,184,2026-02-09T02:00:00+05:30
ERP-O-000464,2026-02-08,East,Electronics,185.21,4.0,1648381.64,115386.71,8900.0,0.3319,0.0,18132.2,100,2026-02-09T02:00:00+05:30
ERP-O-000465,2026-02-08,East,Home,191.59,5.52,498137.93,44832.41,2600.0,0.3599,0.0,5479.52,104,2026-02-09T02:00:00+05:30
ERP-O-000466,2026-02-08,West,Apparel,454.73,18.01,659358.99,72529.49,1450.0,0.3215,0.0,7252.95,246,2026-02-09T02:00:00+05:30
ERP-O-000467,2026-02-08,West,Electronics,270.89,5.85,2410880.69,168761.65,8900.0,0.3644,0.0,26519.69,146,2026-02-09T02:00:00+05:30
ERP-O-000468,2026-02-08,West,Home,240.52,6.93,625356.37,56282.07,2600.0,0.3577,0.0,6878.92,130,2026-02-09T02:00:00+05:30
ERP-O-000469,2026-02-09,North,Apparel,492.1,19.49,713549.58,78490.45,1450.0,0.3375,0.0,7849.05,266,2026-02-10T02:00:00+05:30
ERP-O-000470,2026-02-09,North,Electronics,296.92,6.41,2642574.31,184980.2,8900.0,0.3402,0.0,29068.32,160,2026-02-10T02:00:00+05:30
ERP-O-000471,2026-02-09,North,Home,229.7,6.62,597227.81,53750.5,2600.0,0.3297,0.0,6569.51,124,2026-02-10T02:00:00+05:30
ERP-O-000472,2026-02-09,South,Apparel,440.04,17.43,638065.11,70187.16,1450.0,0.3026,0.0,7018.72,238,2026-02-10T02:00:00+05:30
ERP-O-000473,2026-02-09,South,Electronics,229.18,4.95,2039692.89,142778.5,8900.0,0.3399,0.0,22436.62,124,2026-02-10T02:00:00+05:30
ERP-O-000474,2026-02-09,South,Home,215.03,6.19,559067.32,50316.06,2600.0,0.3352,0.0,6149.74,116,2026-02-10T02:00:00+05:30
ERP-O-000475,2026-02-09,East,Apparel,301.77,11.95,437565.11,,1450.0,0.3236,0.0,4813.22,163,2026-02-10T02:00:00+05:30
ERP-O-000476,2026-02-09,East,Electronics,169.56,3.66,1509121.51,105638.51,8900.0,0.3289,0.0,16600.34,92,2026-02-10T02:00:00+05:30
ERP-O-000477,2026-02-09,East,Home,173.02,4.98,449863.51,40487.72,2600.0,0.3289,0.0,4948.5,94,2026-02-10T02:00:00+05:30
ERP-O-000478,2026-02-09,West,Apparel,415.11,16.44,601908.88,66209.98,1450.0,0.2985,0.0,6621.0,224,2026-02-10T02:00:00+05:30
ERP-O-000479,2026-02-09,West,Electronics,237.73,5.14,2115822.82,148107.6,8900.0,0.3328,0.0,23274.05,129,2026-02-10T02:00:00+05:30
ERP-O-000480,2026-02-09,West,Home,206.24,5.94,536233.89,48261.05,2600.0,0.3206,0.0,5898.57,111,2026-02-10T02:00:00+05:30
ERP-O-000481,2026-02-10,North,Apparel,500.92,19.84,726340.51,79897.46,1450.0,0.3478,0.0,7989.75,271,2026-02-11T02:00:00+05:30
ERP-O-000482,2026-02-10,North,Electronics,299.8,6.48,2668202.2,186774.15,8900.0,0.3356,0.0,29350.22,162,2026-02-11T02:00:00+05:30
ERP-O-000483,2026-02-10,North,Home,269.87,7.77,701661.45,63149.53,2600.0,0.3595,0.0,7718.28,146,2026-02-11T02:00:00+05:30
ERP-O-000484,2026-02-10,South,Apparel,456.73,18.09,662264.99,72849.15,1450.0,0.3207,0.0,7284.91,247,2026-02-11T02:00:00+05:30
ERP-O-000485,2026-02-10,South,Electronics,248.42,5.37,2210898.45,154762.89,8900.0,0.329,0.0,24319.88,134,2026-02-11T02:00:00+05:30
ERP-O-000486,2026-02-10,South,Home,218.41,6.29,567874.09,51108.67,2600.0,0.3437,0.0,6246.61,118,2026-02-11T02:00:00+05:30
ERP-O-000487,2026-02-10,East,Apparel,300.62,11.9,435895.02,47948.45,1450.0,0.3266,0.0,4794.85,162,2026-02-11T02:00:00+05:30
ERP-O-000488,2026-02-10,East,Electronics,170.36,3.68,1516171.43,106132.0,8900.0,0.3316,0.0,16677.89,92,2026-02-11T02:00:00+05:30
ERP-O-000489,2026-02-10,East,Home,154.1,4.44,400653.28,36058.8,2600.0,0.3248,0.0,4407.19,83,2026-02-11T02:00:00+05:30
ERP-O-000490,2026-02-10,West,Apparel,408.88,16.19,592877.17,65216.49,1450.0,0.3412,0.0,6521.65,221,2026-02-11T02:00:00+05:30
ERP-O-000491,2026-02-10,West,Electronics,224.3,4.84,1996267.88,139738.75,8900.0,0.3661,0.0,21958.95,121,2026-02-11T02:00:00+05:30
ERP-O-000492,2026-02-10,West,Home,206.72,5.95,537459.81,48371.38,2600.0,0.3271,0.0,5912.06,112,2026-02-11T02:00:00+05:30
ERP-O-000493,2026-02-11,North,Apparel,513.58,20.34,744692.05,81916.13,1450.0,0.306,0.0,8191.61,278,2026-02-12T02:00:00+05:30
ERP-O-000494,2026-02-11,North,Electronics,276.35,5.97,2459522.6,172166.58,8900.0,0.3519,0.0,27054.75,149,2026-02-12T02:00:00+05:30
ERP-O-000495,2026-02-11,North,Home,238.33,6.86,619661.45,55769.53,2600.0,0.3698,0.0,6816.28,129,2026-02-12T02:00:00+05:30
ERP-O-000496,2026-02-11,South,Apparel,395.76,15.67,573857.96,63124.38,1450.0,0.3687,0.0,6312.44,214,2026-02-12T02:00:00+05:30
ERP-O-000497,2026-02-11,South,Electronics,253.53,5.48,2256438.18,157950.67,8900.0,0.326,0.0,24820.82,137,2026-02-12T02:00:00+05:30
ERP-O-000498,2026-02-11,South,Home,227.55,6.55,591638.06,53247.43,2600.0,0.308,0.0,6508.02,123,2026-02-12T02:00:00+05:30
ERP-O-000499,2026-02-11,East,Apparel,285.27,11.3,413634.39,45499.78,1450.0,0.3597,0.0,4549.98,154,2026-02-12T02:00:00+05:30
ERP-O-000500,2026-02-11,East,Electronics,172.04,3.72,1531154.45,107180.81,8900.0,0.3106,0.0,16842.7,93,2026-02-12T02:00:00+05:30
ERP-O-000501,2026-02-11,East,Home,169.17,4.87,439831.35,39584.82,2600.0,0.3393,0.0,4838.14,91,2026-02-12T02:00:00+05:30
ERP-O-000502,2026-02-11,West,Apparel,383.68,15.19,556332.49,61196.57,1450.0,0.3007,0.0,6119.66,207,2026-02-12T02:00:00+05:30
ERP-O-000503,2026-02-11,West,Electronics,225.54,4.87,2007267.78,140508.74,8900.0,0.3479,0.0,22079.95,122,2026-02-12T02:00:00+05:30
ERP-O-000504,2026-02-11,West,Home,199.39,5.74,518411.6,46657.04,2600.0,0.3398,0.0,5702.53,108,2026-02-12T02:00:00+05:30
ERP-O-000505,2026-02-12,North,Apparel,494.82,19.59,717489.87,78923.89,1450.0,0.3168,0.0,7892.39,267,2026-02-13T02:00:00+05:30
ERP-O-000506,2026-02-12,North,Electronics,277.09,5.99,2466141.88,172629.93,8900.0,0.3408,0.0,27127.56,150,2026-02-13T02:00:00+05:30
ERP-O-000507,2026-02-12,North,Home,262.78,7.57,683222.58,61490.03,2600.0,0.3688,0.0,7515.45,142,2026-02-13T02:00:00+05:30
ERP-O-000508,2026-02-12,South,Apparel,406.81,16.11,589874.73,64886.22,1450.0,0.3056,0.0,6488.62,220,2026-02-13T02:00:00+05:30
ERP-O-000509,2026-02-12,South,Electronics,253.15,5.47,2253004.17,157710.29,8900.0,0.315,0.0,24783.05,137,2026-02-13T02:00:00+05:30
ERP-O-000510,2026-02-12,South,Home,247.17,7.12,642632.75,57836.95,2600.0,0.3591,0.0,7068.96,134,2026-02-13T02:00:00+05:30
ERP-O-000511,2026-02-12,East,Apparel,288.35,11.42,418108.55,45991.94,1450.0,0.309,0.0,4599.19,156,2026-02-13T02:00:00+05:30
ERP-O-000512,2026-02-12,East,Electronics,167.58,3.62,1491461.4,104402.3,8900.0,0.3391,0.0,16406.08,91,2026-02-13T02:00:00+05:30
ERP-O-000513,2026-02-12,East,Home,156.63,4.51,407236.7,36651.3,2600.0,0.3747,0.0,4479.6,85,2026-02-13T02:00:00+05:30
ERP-O-000514,2026-02-12,West,Apparel,378.98,15.01,549524.65,60447.71,1450.0,0.3429,0.0,6044.77,205,2026-02-13T02:00:00+05:30
ERP-O-000515,2026-02-12,West,Electronics,253.05,5.47,2252170.03,157651.9,8900.0,0.375,0.0,24773.87,137,2026-02-13T02:00:00+05:30
ERP-O-000516,2026-02-12,West,Home,212.73,6.13,553095.68,49778.61,2600.0,0.3547,0.0,6084.05,115,2026-02-13T02:00:00+05:30
ERP-O-000517,2026-02-13,North,Apparel,515.96,20.43,748146.26,82296.09,1450.0,0.3383,0.0,8229.61,279,2026-02-14T02:00:00+05:30
ERP-O-000518,2026-02-13,North,Electronics,326.91,7.06,2909457.99,203662.06,8900.0,0.3393,0.0,32004.04,177,2026-02-14T02:00:00+05:30
ERP-O-000519,2026-02-13,North,Home,257.64,7.42,669867.54,60288.08,2600.0,0.3342,0.0,7368.54,139,2026-02-14T02:00:00+05:30
ERP-O-000520,2026-02-13,South,Apparel,434.59,17.21,630151.99,69316.72,1450.0,0.3749,0.0,6931.67,235,2026-02-14T02:00:00+05:30
ERP-O-000521,2026-02-13,South,Electronics,243.13,5.25,2163899.46,151472.96,8900.0,0.2866,0.0,23802.89,131,2026-02-14T02:00:00+05:30
ERP-O-000522,2026-02-13,South,Home,228.69,6.59,594604.13,53514.37,2600.0,0.3201,0.0,6540.65,124,2026-02-14T02:00:00+05:30
ERP-O-000523,2026-02-13,East,Apparel,302.16,11.97,438129.67,48194.26,1450.0,0.3428,0.0,4819.43,163,2026-02-14T02:00:00+05:30
ERP-O-000524,2026-02-13,East,Electronics,170.83,3.69,1520396.79,106427.78,8900.0,0.3559,0.0,16724.36,92,2026-02-14T02:00:00+05:30
ERP-O-000525,2026-02-13,East,Home,154.33,4.44,401251.29,36112.62,2600.0,0.3407,0.0,4413.76,83,2026-02-14T02:00:00+05:30
ERP-O-000526,2026-02-13,West,Apparel,391.42,15.5,567556.97,62431.27,1450.0,0.354,0.0,6243.13,212,2026-02-14T02:00:00+05:30
ERP-O-000527,2026-02-13,West,Electronics,220.2,4.76,1959799.53,137185.97,8900.0,0.3506,0.0,21557.79,119,2026-02-14T02:00:00+05:30
ERP-O-000528,2026-02-13,West,Home,214.47,6.18,557617.37,50185.56,2600.0,0.325,0.0,6133.79,116,2026-02-14T02:00:00+05:30
ERP-O-000529,2026-02-14,North,Apparel,606.65,24.02,879642.65,96760.69,1450.0,0.3361,0.0,9676.07,328,2026-02-15T02:00:00+05:30
ERP-O-000530,2026-02-14,North,Electronics,340.75,7.36,3032678.07,212287.46,8900.0,0.3371,0.0,33359.46,184,2026-02-15T02:00:00+05:30
ERP-O-000531,2026-02-14,North,Home,310.39,8.94,807016.02,72631.44,2600.0,0.3201,0.0,8877.18,168,2026-02-15T02:00:00+05:30
ERP-O-000532,2026-02-14,South,Apparel,520.74,20.62,755067.5,83057.43,1450.0,0.3613,0.0,8305.74,281,2026-02-15T02:00:00+05:30
ERP-O-000533,2026-02-14,South,Electronics,292.34,6.31,2601852.74,182129.69,8900.0,0.3231,0.0,28620.38,158,2026-02-15T02:00:00+05:30
ERP-O-000534,2026-02-14,South,Home,283.42,8.16,736886.65,66319.8,2600.0,0.3601,0.0,8105.75,153,2026-02-15T02:00:00+05:30
ERP-O-000535,2026-02-14,East,Apparel,364.59,14.44,528649.2,58151.41,1450.0,0.3233,0.0,5815.14,197,2026-02-15T02:00:00+05:30
ERP-O-000536,2026-02-14,East,Electronics,203.34,4.39,1809701.12,126679.08,8900.0,0.3215,0.0,19906.71,110,2026-02-15T02:00:00+05:30
ERP-O-000537,2026-02-14,East,Home,186.63,5.37,485237.65,43671.39,2600.0,0.321,0.0,5337.61,101,2026-02-15T02:00:00+05:30
ERP-O-000538,2026-02-14,West,Apparel,477.72,18.92,692691.28,76196.04,1450.0,0.341,0.0,7619.6,258,2026-02-15T02:00:00+05:30
ERP-O-000539,2026-02-14,West,Electronics,293.57,6.34,2612731.87,182891.23,8900.0,0.3614,0.0,28740.05,159,2026-02-15T02:00:00+05:30
ERP-O-000540,2026-02-14,West,Home,248.41,7.15,645868.12,58128.13,2600.0,0.3373,0.0,7104.55,134,2026-02-15T02:00:00+05:30
ERP-O-000541,2026-02-15,North,Apparel,614.65,24.34,891238.84,98036.27,1450.0,0.3174,0.0,9803.63,332,2026-02-16T02:00:00+05:30
ERP-O-000542,2026-02-15,North,Electronics,335.85,7.25,2989058.45,209234.09,8900.0,0.3426,0.0,32879.64,182,2026-02-16T02:00:00+05:30
ERP-O-000543,2026-02-15,North,Home,309.59,8.92,804927.33,72443.46,2600.0,0.3759,0.0,8854.2,167,2026-02-16T02:00:00+05:30
ERP-O-000544,2026-02-15,South,Apparel,514.43,20.37,745918.81,82051.07,1450.0,0.3567,0.0,8205.11,278,2026-02-16T02:00:00+05:30
ERP-O-000545,2026-02-15,South,Electronics,289.4,6.25,2575652.35,180295.66,8900.0,0.352,0.0,28332.18,156,2026-02-16T02:00:00+05:30
ERP-O-000546,2026-02-15,South,Home,288.49,8.31,750063.35,67505.7,2600.0,0.3223,0.0,8250.7,156,2026-02-16T02:00:00+05:30
ERP-O-000547,2026-02-15,East,Apparel,341.24,13.51,494793.17,54427.25,1450.0,0.3254,0.0,5442.72,184,2026-02-16T02:00:00+05:30
ERP-O-000548,2026-02-15,East,Electronics,193.99,4.19,1726552.25,120858.66,8900.0,0.3247,0.0,18992.07,105,2026-02-16T02:00:00+05:30
ERP-O-000549,2026-02-15,East,Home,195.89,5.64,509326.65,45839.4,2600.0,0.3593,0.0,5602.59,106,2026-02-16T02:00:00+05:30
ERP-O-000550,2026-02-15,West,Apparel,459.0,18.18,665556.56,73211.22,1450.0,0.3615,0.0,7321.12,248,2026-02-16T02:00:00+05:30
ERP-O-000551,2026-02-15,West,Electronics,273.59,5.91,2434977.22,170448.41,8900.0,0.3752,0.0,26784.75,148,2026-02-16T02:00:00+05:30
ERP-O-000552,2026-02-15,West,Home,243.24,7.01,632420.59,56917.85,2600.0,0.3349,0.0,6956.63,131,2026-02-16T02:00:00+05:30
ERP-O-000553,2026-02-16,North,Apparel,451.58,17.88,654786.1,72026.47,1450.0,0.3403,0.0,7202.65,244,2026-02-17T02:00:00+05:30
ERP-O-000554,2026-02-16,North,Electronics,312.11,6.74,2777803.74,194446.26,8900.0,0.3095,0.0,30555.84,169,2026-02-17T02:00:00+05:30
ERP-O-000555,2026-02-16,North,Home,251.04,7.23,652713.71,58744.23,2600.0,0.3148,0.0,7179.85,136,2026-02-17T02:00:00+05:30
ERP-O-000556,2026-02-16,South,Apparel,420.53,16.65,609768.94,67074.58,1450.0,0.3178,0.0,6707.46,227,2026-02-17T02:00:00+05:30
ERP-O-000557,2026-02-16,South,Electronics,257.49,5.56,2291648.08,160415.37,8900.0,0.3542,0.0,25208.13,139,2026-02-17T02:00:00+05:30
ERP-O-000558,2026-02-16,South,Home,234.16,6.74,608826.77,54794.41,2600.0,0.3529,0.0,6697.09,127,2026-02-17T02:00:00+05:30
ERP-O-000559,2026-02-16,East,Apparel,284.64,11.27,412721.23,45399.34,1450.0,0.3247,0.0,4539.93,154,2026-02-17T02:00:00+05:30
ERP-O-000560,2026-02-16,East,Electronics,164.77,3.56,1466414.57,102649.02,8900.0,0.352,0.0,16130.56,89,2026-02-17T02:00:00+05:30
ERP-O-000561,2026-02-16,East,Home,164.85,4.75,428610.84,38574.98,2600.0,0.3394,0.0,4714.72,89,2026-02-17T02:00:00+05:30
ERP-O-000562,2026-02-16,West,Apparel,394.05,15.6,571370.47,62850.75,1450.0,0.3675,0.0,6285.08,213,2026-02-17T02:00:00+05:30
ERP-O-000563,2026-02-16,West,Electronics,237.31,5.13,2112081.14,147845.68,8900.0,0.3471,0.0,23232.89,128,2026-02-17T02:00:00+05:30
ERP-O-000564,2026-02-16,West,Home,197.45,5.69,513371.15,46203.4,2600.0,0.359,0.0,5647.08,107,2026-02-17T02:00:00+05:30
ERP-O-000565,2026-02-17,North,Apparel,491.19,19.45,712223.88,78344.63,1450.0,0.3769,0.0,7834.46,266,2026-02-18T02:00:00+05:30
ERP-O-000566,2026-02-17,North,Electronics,300.27,6.49,2672427.33,187069.91,8900.0,0.3319,0.0,29396.7,162,2026-02-18T02:00:00+05:30
ERP-O-000567,2026-02-17,North,Home,248.85,7.17,647008.48,58230.76,2600.0,0.3443,0.0,7117.09,135,2026-02-18T02:00:00+05:30
ERP-O-000568,2026-02-17,South,Apparel,431.61,17.09,625828.4,68841.12,1450.0,0.3294,0.0,6884.11,233,2026-02-18T02:00:00+05:30
ERP-O-000569,2026-02-17,South,Electronics,240.48,5.19,2140255.25,149817.87,8900.0,0.3457,0.0,23542.81,130,2026-02-18T02:00:00+05:30
ERP-O-000570,2026-02-17,South,Home,224.73,6.47,584289.43,52586.05,2600.0,0.3328,0.0,6427.18,121,2026-02-18T02:00:00+05:30
ERP-O-000571,2026-02-17,East,Apparel,285.03,11.29,413287.82,45461.66,1450.0,0.3625,0.0,4546.17,154,2026-02-18T02:00:00+05:30
ERP-O-000572,2026-02-17,East,Electronics,165.52,3.58,1473087.35,103116.11,8900.0,0.3188,0.0,16203.96,89,2026-02-18T02:00:00+05:30
ERP-O-000573,2026-02-17,East,Home,168.31,4.85,437603.59,39384.32,2600.0,0.3254,0.0,4813.64,91,2026-02-18T02:00:00+05:30
ERP-O-000574,2026-02-17,West,Apparel,391.52,15.5,567709.96,62448.1,1450.0,0.3535,0.0,6244.81,212,2026-02-18T02:00:00+05:30
ERP-O-000575,2026-02-17,West,Electronics,233.58,5.05,2078826.16,145517.83,8900.0,0.3169,0.0,22867.09,126,2026-02-18T02:00:00+05:30
ERP-O-000576,2026-02-17,West,Home,202.4,5.83,526234.78,47361.13,2600.0,0.3567,0.0,5788.58,109,2026-02-18T02:00:00+05:30
ERP-O-000577,2026-02-18,North,Apparel,515.11,20.4,746914.3,82160.57,1450.0,0.3133,0.0,8216.06,278,2026-02-19T02:00:00+05:30
ERP-O-000578,2026-02-18,North,Electronics,294.46,6.36,2620680.73,183447.65,8900.0,0.3863,0.0,28827.49,159,2026-02-19T02:00:00+05:30
ERP-O-000579,2026-02-18,North,Home,285.92,8.23,743379.29,66904.14,2600.0,0.3215,0.0,8177.17,155,2026-02-19T02:00:00+05:30
ERP-O-000580,2026-02-18,South,Apparel,449.75,17.81,652130.36,71734.34,1450.0,0.3501,0.0,7173.43,243,2026-02-19T02:00:00+05:30
ERP-O-000581,2026-02-18,South,Electronics,256.93,5.55,2286694.02,160068.58,8900.0,0.3735,0.0,25153.63,139,2026-02-19T02:00:00+05:30
ERP-O-000582,2026-02-18,South,Home,239.18,6.89,621873.57,55968.62,2600.0,0.3528,0.0,6840.61,129,2026-02-19T02:00:00+05:30
ERP-O-000583,2026-02-18,East,Apparel,300.93,11.92,436350.67,47998.57,1450.0,0.3147,0.0,4799.86,163,2026-02-19T02:00:00+05:30
ERP-O-000584,2026-02-18,East,Electronics,165.59,3.58,1473709.75,103159.68,8900.0,0.3258,0.0,16210.81,90,2026-02-19T02:00:00+05:30
ERP-O-000585,2026-02-18,East,Home,150.96,4.35,392485.23,35323.67,2600.0,0.3193,0.0,4317.34,82,2026-02-19T02:00:00+05:30
ERP-O-000586,2026-02-18,West,Apparel,383.5,15.19,556067.98,61167.48,1450.0,0.3361,0.0,6116.75,207,2026-02-19T02:00:00+05:30
ERP-O-000587,2026-02-18,West,Electronics,238.51,5.15,2122711.99,148589.84,8900.0,0.3305,0.0,23349.83,129,2026-02-19T02:00:00+05:30
ERP-O-000588,2026-02-18,West,Home,205.21,5.91,533558.99,48020.31,2600.0,0.3386,0.0,5869.15,111,2026-02-19T02:00:00+05:30
ERP-O-000589,2026-02-19,North,Apparel,508.05,20.12,736671.97,81033.92,1450.0,0.3303,0.0,8103.39,275,2026-02-20T02:00:00+05:30
ERP-O-000590,2026-02-19,North,Electronics,302.97,6.54,2696403.43,188748.24,8900.0,0.3672,0.0,29660.44,164,2026-02-20T02:00:00+05:30
ERP-O-000591,2026-02-19,North,Home,260.59,7.5,677528.21,60977.54,2600.0,0.3211,0.0,7452.81,141,2026-02-20T02:00:00+05:30
ERP-O-000592,2026-02-19,South,Apparel,424.38,16.81,615348.11,67688.29,1450.0,0.3714,0.0,6768.83,229,2026-02-20T02:00:00+05:30
ERP-O-000593,2026-02-19,South,Electronics,260.19,5.62,2315648.65,162095.41,8900.0,0.3786,0.0,25472.14,141,2026-02-20T02:00:00+05:30
ERP-O-000594,2026-02-19,South,Home,230.03,6.62,598088.63,53827.98,2600.0,0.3396,0.0,6578.97,124,2026-02-20T02:00:00+05:30
ERP-O-000595,2026-02-19,East,Apparel,321.36,12.73,465971.15,51256.83,1450.0,0.368,0.0,5125.68,174,2026-02-20T02:00:00+05:30
ERP-O-000596,2026-02-19,East,Electronics,169.15,3.65,1505474.08,105383.19,8900.0,0.3359,0.0,16560.21,91,2026-02-20T02:00:00+05:30
ERP-O-000597,2026-02-19,East,Home,162.65,4.68,422898.83,38060.89,2600.0,0.3153,0.0,4651.89,88,2026-02-20T02:00:00+05:30
ERP-O-000598,2026-02-19,West,Apparel,389.9,15.44,565348.86,62188.37,1450.0,0.3306,0.0,6218.84,211,2026-02-20T02:00:00+05:30
ERP-O-000599,2026-02-19,West,Electronics,243.04,5.25,2163022.2,151411.55,8900.0,0.3501,0.0,23793.24,131,2026-02-20T02:00:00+05:30
ERP-O-000600,2026-02-19,West,Home,185.97,5.36,483531.98,43517.88,2600.0,0.312,0.0,5318.85,101,2026-02-20T02:00:00+05:30
ERP-O-000601,2026-02-20,North,Apparel,470.66,18.64,682458.14,75070.4,1450.0,0.3626,0.0,7507.04,254,2026-02-21T02:00:00+05:30
ERP-O-000602,2026-02-20,North,Electronics,307.0,6.63,2732294.22,191260.6,8900.0,0.3798,0.0,30055.24,166,2026-02-21T02:00:00+05:30
ERP-O-000603,2026-02-20,North,Home,262.3,7.55,681977.31,61377.96,2600.0,0.3232,0.0,7501.75,142,2026-02-21T02:00:00+05:30
ERP-O-000604,2026-02-20,South,Apparel,431.11,17.07,625105.14,68761.57,1450.0,0.3812,0.0,6876.16,233,2026-02-21T02:00:00+05:30
ERP-O-000605,2026-02-20,South,Electronics,248.26,5.36,2209527.02,,8900.0,0.3237,0.0,24304.8,134,2026-02-21T02:00:00+05:30
ERP-O-000606,2026-02-20,South,Home,233.8,6.73,607878.59,54709.07,2600.0,0.3424,0.0,6686.66,126,2026-02-21T02:00:00+05:30
ERP-O-000607,2026-02-20,East,Apparel,292.09,11.57,423525.31,46587.78,1450.0,0.3182,0.0,4658.78,158,2026-02-21T02:00:00+05:30
ERP-O-000608,2026-02-20,East,Electronics,174.42,3.77,1552329.21,108663.04,8900.0,0.3676,0.0,17075.62,94,2026-02-21T02:00:00+05:30
ERP-O-000609,2026-02-20,East,Home,149.79,4.31,389457.57,35051.18,2600.0,0.338,0.0,4284.03,81,2026-02-21T02:00:00+05:30
ERP-O-000610,2026-02-20,West,Apparel,395.19,15.65,573026.97,63032.97,1450.0,0.3547,0.0,6303.3,214,2026-02-21T02:00:00+05:30
ERP-O-000611,2026-02-20,West,Electronics,227.51,4.91,2024860.61,141740.24,8900.0,0.3622,0.0,22273.47,123,2026-02-21T02:00:00+05:30
ERP-O-000612,2026-02-20,West,Home,202.1,5.82,525450.25,47290.52,2600.0,0.3592,0.0,5779.95,109,2026-02-21T02:00:00+05:30
ERP-O-000613,2026-02-21,North,Apparel,611.84,24.23,887171.44,97588.86,1450.0,0.3697,0.0,9758.89,331,2026-02-22T02:00:00+05:30
ERP-O-000614,2026-02-21,North,Electronics,363.51,7.85,3235276.26,226469.34,8900.0,0.34,0.0,35588.04,196,2026-02-22T02:00:00+05:30
ERP-O-000615,2026-02-21,North,Home,292.82,8.43,761340.1,68520.61,2600.0,0.3137,0.0,8374.74,158,2026-02-22T02:00:00+05:30
ERP-O-000616,2026-02-21,South,Apparel,497.77,19.71,721760.61,79393.67,1450.0,0.3214,0.0,7939.37,269,2026-02-22T02:00:00+05:30
ERP-O-000617,2026-02-21,South,Electronics,302.69,6.54,2693900.34,188573.02,8900.0,0.3043,0.0,29632.9,164,2026-02-22T02:00:00+05:30
ERP-O-000618,2026-02-21,South,Home,278.05,8.01,722924.22,65063.18,2600.0,0.3263,0.0,7952.17,150,2026-02-22T02:00:00+05:30
ERP-O-000619,2026-02-21,East,Apparel,365.28,14.47,529655.46,58262.1,1450.0,0.3343,0.0,5826.21,197,2026-02-22T02:00:00+05:30
ERP-O-000620,2026-02-21,East,Electronics,209.71,4.53,1866383.97,130646.88,8900.0,0.3259,0.0,20530.22,113,2026-02-22T02:00:00+05:30
ERP-O-000621,2026-02-21,East,Home,185.21,5.33,481554.57,43339.91,2600.0,0.3625,0.0,5297.1,100,2026-02-22T02:00:00+05:30
ERP-O-000622,2026-02-21,West,Apparel,461.75,18.29,669535.55,73648.91,1450.0,0.2981,0.0,7364.89,250,2026-02-22T02:00:00+05:30
ERP-O-000623,2026-02-21,West,Electronics,281.28,6.08,2503405.06,175238.35,8900.0,0.3246,0.0,27537.46,152,2026-02-22T02:00:00+05:30
ERP-O-000624,2026-02-21,West,Home,242.33,6.98,630070.06,56706.31,2600.0,0.2994,0.0,6930.77,131,2026-02-22T02:00:00+05:30
ERP-O-000625,2026-02-22,North,Apparel,610.6,24.18,885369.66,97390.66,1450.0,0.3469,0.0,9739.07,330,2026-02-23T02:00:00+05:30
ERP-O-000626,2026-02-22,North,Electronics,339.27,7.33,3019527.34,211366.91,8900.0,0.3241,0.0,33214.8,183,2026-02-23T02:00:00+05:30
ERP-O-000627,2026-02-22,North,Home,317.79,9.15,826251.81,74362.66,2600.0,0.3245,0.0,9088.77,172,2026-02-23T02:00:00+05:30
ERP-O-000628,2026-02-22,South,Apparel,525.72,20.82,762287.14,83851.59,1450.0,0.3203,0.0,8385.16,284,2026-02-23T02:00:00+05:30
ERP-O-000629,2026-02-22,South,Electronics,297.18,6.42,2644908.82,185143.62,8900.0,0.3636,0.0,29094.0,161,2026-02-23T02:00:00+05:30
ERP-O-000630,2026-02-22,South,Home,307.32,8.85,799039.24,71913.53,2600.0,0.3304,0.0,8789.43,166,2026-02-23T02:00:00+05:30
ERP-O-000631,2026-02-22,East,Apparel,380.97,15.09,552409.67,60765.06,1450.0,0.3389,0.0,6076.51,206,2026-02-23T02:00:00+05:30
ERP-O-000632,2026-02-22,East,Electronics,216.66,4.68,1928270.35,134978.92,8900.0,0.3482,0.0,21210.97,117,2026-02-23T02:00:00+05:30
ERP-O-000633,2026-02-22,East,Home,184.08,5.3,478616.78,43075.51,2600.0,0.3468,0.0,5264.78,100,2026-02-23T02:00:00+05:30
ERP-O-000634,2026-02-22,West,Apparel,451.68,17.89,654937.33,72043.11,1450.0,0.3496,0.0,7204.31,244,2026-02-23T02:00:00+05:30
ERP-O-000635,2026-02-22,West,Electronics,280.39,6.06,2495470.73,174682.95,8900.0,0.3567,0.0,27450.18,152,2026-02-23T02:00:00+05:30
ERP-O-000636,2026-02-22,West,Home,256.7,7.39,667421.78,60067.96,2600.0,0.3501,0.0,7341.64,139,2026-02-23T02:00:00+05:30
ERP-O-000637,2026-02-23,North,Apparel,515.08,20.4,746869.92,82155.69,1450.0,0.3043,0.0,8215.57,278,2026-02-24T02:00:00+05:30
ERP-O-000638,2026-02-23,North,Electronics,296.21,6.4,2636307.21,184541.5,8900.0,0.3525,0.0,28999.38,160,2026-02-24T02:00:00+05:30
