source_row_id,date,region,product_line,refunds,refund_liability_inr,ingested_at
ERP-R-000579,2026-02-18,North,Home,29735.17,33898.1,2026-02-19T02:00:00+05:30
ERP-R-000580,2026-02-18,South,Apparel,35867.17,40888.57,2026-02-19T02:00:00+05:30
ERP-R-000581,2026-02-18,South,Electronics,68600.82,78204.94,2026-02-19T02:00:00+05:30
ERP-R-000582,2026-02-18,South,Home,24874.94,28357.43,2026-02-19T02:00:00+05:30
ERP-R-000583,2026-02-18,East,Apparel,23999.29,27359.19,2026-02-19T02:00:00+05:30
ERP-R-000584,2026-02-18,East,Electronics,44211.29,50400.87,2026-02-19T02:00:00+05:30
ERP-R-000585,2026-02-18,East,Home,15699.41,17897.33,2026-02-19T02:00:00+05:30
ERP-R-000586,2026-02-18,West,Apparel,30583.74,34865.46,2026-02-19T02:00:00+05:30
ERP-R-000587,2026-02-18,West,Electronics,63681.36,72596.75,2026-02-19T02:00:00+05:30
ERP-R-000588,2026-02-18,West,Home,21342.36,24330.29,2026-02-19T02:00:00+05:30
ERP-R-000589,2026-02-19,North,Apparel,40516.96,46189.33,2026-02-20T02:00:00+05:30
ERP-R-000590,2026-02-19,North,Electronics,80892.1,92217.0,2026-02-20T02:00:00+05:30
ERP-R-000591,2026-02-19,North,Home,27101.13,30895.29,2026-02-20T02:00:00+05:30
ERP-R-000592,2026-02-19,South,Apparel,33844.15,38582.33,2026-02-20T02:00:00+05:30
ERP-R-000593,2026-02-19,South,Electronics,69469.46,79195.18,2026-02-20T02:00:00+05:30
ERP-R-000594,2026-02-19,South,Home,23923.55,27272.84,2026-02-20T02:00:00+05:30
ERP-R-000595,2026-02-19,East,Apparel,25628.41,29216.39,2026-02-20T02:00:00+05:30
ERP-R-000596,2026-02-19,East,Electronics,45164.22,51487.21,2026-02-20T02:00:00+05:30
ERP-R-000597,2026-02-19,East,Home,16915.95,19284.19,2026-02-20T02:00:00+05:30
ERP-R-000598,2026-02-19,West,Apparel,31094.19,35447.37,2026-02-20T02:00:00+05:30
ERP-R-000599,2026-02-19,West,Electronics,64890.67,73975.36,2026-02-20T02:00:00+05:30
ERP-R-000600,2026-02-19,West,Home,19341.28,22049.06,2026-02-20T02:00:00+05:30
ERP-R-000601,2026-02-20,North,Apparel,37535.2,42790.13,2026-02-21T02:00:00+05:30
ERP-R-000602,2026-02-20,North,Electronics,81968.83,93444.46,2026-02-21T02:00:00+05:30
ERP-R-000603,2026-02-20,North,Home,27279.09,31098.17,2026-02-21T02:00:00+05:30
ERP-R-000604,2026-02-20,South,Apparel,34380.78,39194.09,2026-02-21T02:00:00+05:30
ERP-R-000605,2026-02-20,South,Electronics,66285.81,75565.82,2026-02-21T02:00:00+05:30
ERP-R-000606,2026-02-20,South,Home,24315.14,27719.26,2026-02-21T02:00:00+05:30
ERP-R-000607,2026-02-20,East,Apparel,23293.89,26555.04,2026-02-21T02:00:00+05:30
ERP-R-000608,2026-02-20,East,Electronics,46569.88,53089.66,2026-02-21T02:00:00+05:30
ERP-R-000609,2026-02-20,East,Home,15578.3,17759.27,2026-02-21T02:00:00+05:30
ERP-R-000610,2026-02-20,West,Apparel,31516.48,35928.79,2026-02-21T02:00:00+05:30
ERP-R-000611,2026-02-20,West,Electronics,60745.82,69250.23,2026-02-21T02:00:00+05:30
ERP-R-000612,2026-02-20,West,Home,21018.01,23960.53,2026-02-21T02:00:00+05:30
ERP-R-000613,2026-02-21,North,Apparel,48794.43,55625.65,2026-02-22T02:00:00+05:30
ERP-R-000614,2026-02-21,North,Electronics,97058.29,110646.45,2026-02-22T02:00:00+05:30
ERP-R-000615,2026-02-21,North,Home,30453.6,34717.11,2026-02-22T02:00:00+05:30
ERP-R-000616,2026-02-21,South,Apparel,39696.83,45254.39,2026-02-22T02:00:00+05:30
ERP-R-000617,2026-02-21,South,Electronics,80817.01,92131.39,2026-02-22T02:00:00+05:30
ERP-R-000618,2026-02-21,South,Home,28916.97,32965.34,2026-02-22T02:00:00+05:30
ERP-R-000619,2026-02-21,East,Apparel,29131.05,33209.4,2026-02-22T02:00:00+05:30
ERP-R-000620,2026-02-21,East,Electronics,55991.52,63830.33,2026-02-22T02:00:00+05:30
ERP-R-000621,2026-02-21,East,Home,19262.18,21958.89,2026-02-22T02:00:00+05:30
ERP-R-000622,2026-02-21,West,Apparel,36824.46,41979.88,2026-02-22T02:00:00+05:30
ERP-R-000623,2026-02-21,West,Electronics,75102.15,85616.45,2026-02-22T02:00:00+05:30
ERP-R-000624,2026-02-21,West,Home,25202.8,28731.19,2026-02-22T02:00:00+05:30
ERP-R-000625,2026-02-22,North,Apparel,48695.33,55512.68,2026-02-23T02:00:00+05:30
ERP-R-000626,2026-02-22,North,Electronics,90585.82,103267.84,2026-02-23T02:00:00+05:30
ERP-R-000627,2026-02-22,North,Home,33050.07,37677.08,2026-02-23T02:00:00+05:30
ERP-R-000628,2026-02-22,South,Apparel,41925.79,47795.4,2026-02-23T02:00:00+05:30
ERP-R-000629,2026-02-22,South,Electronics,79347.26,90455.88,2026-02-23T02:00:00+05:30
ERP-R-000630,2026-02-22,South,Home,31961.57,36436.19,2026-02-23T02:00:00+05:30
ERP-R-000631,2026-02-22,East,Apparel,30382.53,34636.09,2026-02-23T02:00:00+05:30
ERP-R-000632,2026-02-22,East,Electronics,57848.11,65946.85,2026-02-23T02:00:00+05:30
ERP-R-000633,2026-02-22,East,Home,19144.67,21824.93,2026-02-23T02:00:00+05:30
ERP-R-000634,2026-02-22,West,Apparel,36021.55,41064.57,2026-02-23T02:00:00+05:30
ERP-R-000635,2026-02-22,West,Electronics,74864.12,85345.1,2026-02-23T02:00:00+05:30
ERP-R-000636,2026-02-22,West,Home,26696.87,30434.43,2026-02-23T02:00:00+05:30
ERP-R-000637,2026-02-23,North,Apparel,41077.85,46828.74,2026-02-24T02:00:00+05:30
ERP-R-000638,2026-02-23,North,Electronics,79089.22,90161.71,2026-02-24T02:00:00+05:30
ERP-R-000639,2026-02-23,North,Home,27476.09,31322.74,2026-02-24T02:00:00+05:30
ERP-R-000640,2026-02-23,South,Apparel,35678.73,40673.75,2026-02-24T02:00:00+05:30
ERP-R-000641,2026-02-23,South,Electronics,62059.1,70747.38,2026-02-24T02:00:00+05:30
ERP-R-000642,2026-02-23,South,Home,23628.33,26936.3,2026-02-24T02:00:00+05:30
ERP-R-000643,2026-02-23,East,Apparel,25466.16,29031.42,2026-02-24T02:00:00+05:30
ERP-R-000644,2026-02-23,East,Electronics,46171.7,52635.74,2026-02-24T02:00:00+05:30
ERP-R-000645,2026-02-23,East,Home,16004.88,18245.57,2026-02-24T02:00:00+05:30
ERP-R-000646,2026-02-23,West,Apparel,32079.63,36570.77,2026-02-24T02:00:00+05:30
ERP-R-000647,2026-02-23,West,Electronics,60800.87,69312.99,2026-02-24T02:00:00+05:30
ERP-R-000648,2026-02-23,West,Home,21753.81,24799.34,2026-02-24T02:00:00+05:30
ERP-R-000649,2026-02-24,North,Apparel,42855.77,48855.58,2026-02-25T02:00:00+05:30
ERP-R-000650,2026-02-24,North,Electronics,81853.23,93312.69,2026-02-25T02:00:00+05:30
ERP-R-000651,2026-02-24,North,Home,25116.51,28632.82,2026-02-25T02:00:00+05:30
ERP-R-000652,2026-02-24,South,Apparel,34735.84,39598.86,2026-02-25T02:00:00+05:30
ERP-R-000653,2026-02-24,South,Electronics,66247.34,75521.97,2026-02-25T02:00:00+05:30
ERP-R-000654,2026-02-24,South,Home,26423.91,30123.25,2026-02-25T02:00:00+05:30
ERP-R-000655,2026-02-24,East,Apparel,24415.92,27834.15,2026-02-25T02:00:00+05:30
ERP-R-000656,2026-02-24,East,Electronics,45741.41,52145.2,2026-02-25T02:00:00+05:30
ERP-R-000657,2026-02-24,East,Home,16338.1,18625.43,2026-02-25T02:00:00+05:30
ERP-R-000658,2026-02-24,West,Apparel,30076.16,34286.82,2026-02-25T02:00:00+05:30
ERP-R-000659,2026-02-24,West,Electronics,64663.06,73715.89,2026-02-25T02:00:00+05:30
ERP-R-000660,2026-02-24,West,Home,22070.11,25159.92,2026-02-25T02:00:00+05:30
ERP-R-000661,2026-02-25,North,Apparel,42937.52,48948.77,2026-02-26T02:00:00+05:30
ERP-R-000662,2026-02-25,North,Electronics,79550.46,90687.52,2026-02-26T02:00:00+05:30
ERP-R-000663,2026-02-25,North,Home,25979.96,29617.15,2026-02-26T02:00:00+05:30
ERP-R-000664,2026-02-25,South,Apparel,34170.7,38954.6,2026-02-26T02:00:00+05:30
ERP-R-000665,2026-02-25,South,Electronics,69727.49,79489.33,2026-02-26T02:00:00+05:30
ERP-R-000666,2026-02-25,South,Home,24199.28,27587.18,2026-02-26T02:00:00+05:30
ERP-R-000667,2026-02-25,East,Apparel,24817.98,28292.49,2026-02-26T02:00:00+05:30
ERP-R-000668,2026-02-25,East,Electronics,47936.25,54647.32,2026-02-26T02:00:00+05:30
ERP-R-000669,2026-02-25,East,Home,16959.63,19333.98,2026-02-26T02:00:00+05:30
ERP-R-000670,2026-02-25,West,Apparel,29543.48,33679.57,2026-02-26T02:00:00+05:30
ERP-R-000671,2026-02-25,West,Electronics,62042.98,70729.0,2026-02-26T02:00:00+05:30
ERP-R-000672,2026-02-25,West,Home,22180.5,25285.77,2026-02-26T02:00:00+05:30
ERP-R-000673,2026-02-26,North,Apparel,41846.3,47704.79,2026-02-27T02:00:00+05:30
ERP-R-000674,2026-02-26,North,Electronics,83034.25,94659.04,2026-02-27T02:00:00+05:30
ERP-R-000675,2026-02-26,North,Home,26228.45,29900.43,2026-02-27T02:00:00+05:30
ERP-R-000676,2026-02-26,South,Apparel,34138.06,38917.39,2026-02-27T02:00:00+05:30
ERP-R-000677,2026-02-26,South,Electronics,67129.23,76527.32,2026-02-27T02:00:00+05:30
ERP-R-000678,2026-02-26,South,Home,25676.05,29270.7,2026-02-27T02:00:00+05:30
ERP-R-000679,2026-02-26,East,Apparel,24212.67,27602.44,2026-02-27T02:00:00+05:30
ERP-R-000680,2026-02-26,East,Electronics,49754.19,56719.77,2026-02-27T02:00:00+05:30
ERP-R-000681,2026-02-26,East,Home,16951.52,19324.73,2026-02-27T02:00:00+05:30
ERP-R-000682,2026-02-26,West,Apparel,32809.04,37402.31,2026-02-27T02:00:00+05:30
ERP-R-000683,2026-02-26,West,Electronics,60142.9,68562.91,2026-02-27T02:00:00+05:30
ERP-R-000684,2026-02-26,West,Home,21847.65,24906.32,2026-02-27T02:00:00+05:30
ERP-R-000685,2026-02-27,North,Apparel,42479.73,48426.89,2026-02-28T02:00:00+05:30
ERP-R-000686,2026-02-27,North,Electronics,81507.45,92918.5,2026-02-28T02:00:00+05:30
ERP-R-000687,2026-02-27,North,Home,25700.86,29298.98,2026-02-28T02:00:00+05:30
ERP-R-000688,2026-02-27,South,Apparel,34403.32,39219.79,2026-02-28T02:00:00+05:30
ERP-R-000689,2026-02-27,South,Electronics,65892.77,75117.76,2026-02-28T02:00:00+05:30
ERP-R-000690,2026-02-27,South,Home,24922.97,28412.18,2026-02-28T02:00:00+05:30
ERP-R-000691,2026-02-27,East,Apparel,23149.61,26390.56,2026-02-28T02:00:00+05:30
ERP-R-000692,2026-02-27,East,Electronics,46472.54,52978.69,2026-02-28T02:00:00+05:30
ERP-R-000693,2026-02-27,East,Home,16867.7,19229.17,2026-02-28T02:00:00+05:30
ERP-R-000694,2026-02-27,West,Apparel,30430.74,34691.05,2026-02-28T02:00:00+05:30
ERP-R-000695,2026-02-27,West,Electronics,59292.93,67593.94,2026-02-28T02:00:00+05:30
ERP-R-000696,2026-02-27,West,Home,22422.58,25561.74,2026-02-28T02:00:00+05:30
ERP-R-000697,2026-02-28,North,Apparel,46039.26,52484.76,2026-03-01T02:00:00+05:30
ERP-R-000698,2026-02-28,North,Electronics,88492.91,100881.91,2026-03-01T02:00:00+05:30
ERP-R-000699,2026-02-28,North,Home,33068.89,37698.53,2026-03-01T02:00:00+05:30
ERP-R-000700,2026-02-28,South,Apparel,37631.54,42899.96,2026-03-01T02:00:00+05:30
ERP-R-000701,2026-02-28,South,Electronics,81353.21,92742.66,2026-03-01T02:00:00+05:30
ERP-R-000702,2026-02-28,South,Home,30834.89,35151.78,2026-03-01T02:00:00+05:30
ERP-R-000703,2026-02-28,East,Apparel,27403.04,31239.47,2026-03-01T02:00:00+05:30
ERP-R-000704,2026-02-28,East,Electronics,53658.21,61170.36,2026-03-01T02:00:00+05:30
ERP-R-000705,2026-02-28,East,Home,19816.63,22590.96,2026-03-01T02:00:00+05:30
ERP-R-000706,2026-02-28,West,Apparel,36488.27,41596.62,2026-03-01T02:00:00+05:30
ERP-R-000707,2026-02-28,West,Electronics,75034.04,85538.81,2026-03-01T02:00:00+05:30
ERP-R-000708,2026-02-28,West,Home,25739.34,29342.85,2026-03-01T02:00:00+05:30
ERP-R-000709,2026-03-01,North,Apparel,48070.19,54800.02,2026-03-02T02:00:00+05:30
ERP-R-000710,2026-03-01,North,Electronics,101404.37,115600.98,2026-03-02T02:00:00+05:30
ERP-R-000711,2026-03-01,North,Home,31020.39,35363.24,2026-03-02T02:00:00+05:30
ERP-R-000712,2026-03-01,South,Apparel,40802.81,46515.2,2026-03-02T02:00:00+05:30
ERP-R-000713,2026-03-01,South,Electronics,79296.92,90398.49,2026-03-02T02:00:00+05:30
ERP-R-000714,2026-03-01,South,Home,30553.7,34831.22,2026-03-02T02:00:00+05:30
ERP-R-000715,2026-03-01,East,Apparel,29351.61,33460.83,2026-03-02T02:00:00+05:30
ERP-R-000716,2026-03-01,East,Electronics,54362.81,61973.6,2026-03-02T02:00:00+05:30
ERP-R-000717,2026-03-01,East,Home,19456.21,22180.07,2026-03-02T02:00:00+05:30
ERP-R-000718,2026-03-01,West,Apparel,35556.42,40534.32,2026-03-02T02:00:00+05:30
ERP-R-000719,2026-03-01,West,Electronics,71230.57,81202.85,2026-03-02T02:00:00+05:30
ERP-R-000720,2026-03-01,West,Home,25213.35,28743.22,2026-03-02T02:00:00+05:30
ERP-R-000721,2026-03-02,North,Apparel,40974.5,46710.93,2026-03-03T02:00:00+05:30
ERP-R-000722,2026-03-02,North,Electronics,76587.54,87309.79,2026-03-03T02:00:00+05:30
ERP-R-000723,2026-03-02,North,Home,28246.89,32201.46,2026-03-03T02:00:00+05:30
ERP-R-000724,2026-03-02,South,Apparel,34792.41,39663.35,2026-03-03T02:00:00+05:30
ERP-R-000725,2026-03-02,South,Electronics,67881.87,77385.33,2026-03-03T02:00:00+05:30
ERP-R-000726,2026-03-02,South,Home,26169.57,29833.31,2026-03-03T02:00:00+05:30
ERP-R-000727,2026-03-02,East,Apparel,24357.14,27767.14,2026-03-03T02:00:00+05:30
ERP-R-000728,2026-03-02,East,Electronics,43941.78,50093.63,2026-03-03T02:00:00+05:30
ERP-R-000729,2026-03-02,East,Home,16707.72,19046.8,2026-03-03T02:00:00+05:30
ERP-R-000730,2026-03-02,West,Apparel,30280.82,34520.14,2026-03-03T02:00:00+05:30
ERP-R-000731,2026-03-02,West,Electronics,66269.83,75547.61,2026-03-03T02:00:00+05:30
ERP-R-000732,2026-03-02,West,Home,21685.24,24721.18,2026-03-03T02:00:00+05:30
ERP-R-000733,2026-03-03,North,Apparel,40862.97,46583.79,2026-03-04T02:00:00+05:30
ERP-R-000734,2026-03-03,North,Electronics,75494.92,86064.21,2026-03-04T02:00:00+05:30
ERP-R-000735,2026-03-03,North,Home,27424.9,31264.39,2026-03-04T02:00:00+05:30
ERP-R-000736,2026-03-03,South,Apparel,33116.52,37752.83,2026-03-04T02:00:00+05:30
ERP-R-000737,2026-03-03,South,Electronics,67146.84,76547.4,2026-03-04T02:00:00+05:30
ERP-R-000738,2026-03-03,South,Home,25336.89,28884.05,2026-03-04T02:00:00+05:30
ERP-R-000739,2026-03-03,East,Apparel,22707.28,25886.3,2026-03-04T02:00:00+05:30
ERP-R-000740,2026-03-03,East,Electronics,43022.54,49045.7,2026-03-04T02:00:00+05:30
ERP-R-000741,2026-03-03,East,Home,16633.95,18962.7,2026-03-04T02:00:00+05:30
ERP-R-000742,2026-03-03,West,Apparel,31341.31,35729.09,2026-03-04T02:00:00+05:30
ERP-R-000743,2026-03-03,West,Electronics,62814.53,71608.56,2026-03-04T02:00:00+05:30
ERP-R-000744,2026-03-03,West,Home,21135.67,24094.67,2026-03-04T02:00:00+05:30
ERP-R-000745,2026-03-04,North,Apparel,53402.55,60878.91,2026-03-05T02:00:00+05:30
ERP-R-000746,2026-03-04,North,Electronics,96373.35,109865.62,2026-03-05T02:00:00+05:30
ERP-R-000747,2026-03-04,North,Home,31248.06,35622.79,2026-03-05T02:00:00+05:30
ERP-R-000748,2026-03-04,South,Apparel,44472.17,50698.28,2026-03-05T02:00:00+05:30
ERP-R-000749,2026-03-04,South,Electronics,82482.61,94030.18,2026-03-05T02:00:00+05:30
ERP-R-000750,2026-03-04,South,Home,31269.05,35646.72,2026-03-05T02:00:00+05:30
ERP-R-000751,2026-03-04,East,Apparel,29181.71,33267.15,2026-03-05T02:00:00+05:30
ERP-R-000752,2026-03-04,East,Electronics,56031.01,63875.35,2026-03-05T02:00:00+05:30
ERP-R-000753,2026-03-04,East,Home,20424.95,23284.45,2026-03-05T02:00:00+05:30
ERP-R-000754,2026-03-04,West,Apparel,36267.56,41345.02,2026-03-05T02:00:00+05:30
ERP-R-000755,2026-03-04,West,Electronics,80770.96,92078.89,2026-03-05T02:00:00+05:30
ERP-R-000756,2026-03-04,West,Home,27044.65,30830.91,2026-03-05T02:00:00+05:30
ERP-R-000757,2026-03-05,North,Apparel,42856.68,48856.61,2026-03-06T02:00:00+05:30
ERP-R-000758,2026-03-05,North,Electronics,76902.5,87668.85,2026-03-06T02:00:00+05:30
ERP-R-000759,2026-03-05,North,Home,27026.01,30809.65,2026-03-06T02:00:00+05:30
ERP-R-000760,2026-03-05,South,Apparel,34298.81,39100.64,2026-03-06T02:00:00+05:30
ERP-R-000761,2026-03-05,South,Electronics,66741.2,76084.97,2026-03-06T02:00:00+05:30
ERP-R-000762,2026-03-05,South,Home,25457.0,29020.98,2026-03-06T02:00:00+05:30
ERP-R-000763,2026-03-05,East,Apparel,23429.0,26709.06,2026-03-06T02:00:00+05:30
ERP-R-000764,2026-03-05,East,Electronics,44480.79,50708.1,2026-03-06T02:00:00+05:30
ERP-R-000765,2026-03-05,East,Home,17058.43,19446.61,2026-03-06T02:00:00+05:30
ERP-R-000766,2026-03-05,West,Apparel,29760.86,33927.38,2026-03-06T02:00:00+05:30
ERP-R-000767,2026-03-05,West,Electronics,62367.71,71099.19,2026-03-06T02:00:00+05:30
ERP-R-000768,2026-03-05,West,Home,21709.04,24748.3,2026-03-06T02:00:00+05:30
ERP-R-000769,2026-03-06,North,Apparel,40911.13,46638.68,2026-03-07T02:00:00+05:30
ERP-R-000770,2026-03-06,North,Electronics,78475.26,89461.8,2026-03-07T02:00:00+05:30
ERP-R-000771,2026-03-06,North,Home,26313.79,29997.72,2026-03-07T02:00:00+05:30
ERP-R-000772,2026-03-06,South,Apparel,31324.4,35709.81,2026-03-07T02:00:00+05:30
ERP-R-000773,2026-03-06,South,Electronics,65464.67,74629.72,2026-03-07T02:00:00+05:30
ERP-R-000774,2026-03-06,South,Home,26114.61,29770.65,2026-03-07T02:00:00+05:30
ERP-R-000775,2026-03-06,East,Apparel,24536.59,27971.72,2026-03-07T02:00:00+05:30
ERP-R-000776,2026-03-06,East,Electronics,48366.17,55137.43,2026-03-07T02:00:00+05:30
ERP-R-000777,2026-03-06,East,Home,17250.13,19665.14,2026-03-07T02:00:00+05:30
ERP-R-000778,2026-03-06,West,Apparel,33272.93,37931.14,2026-03-07T02:00:00+05:30
ERP-R-000779,2026-03-06,West,Electronics,63780.1,72709.32,2026-03-07T02:00:00+05:30
ERP-R-000780,2026-03-06,West,Home,21838.27,24895.63,2026-03-07T02:00:00+05:30
ERP-R-000781,2026-03-07,North,Apparel,51018.45,58161.03,2026-03-08T02:00:00+05:30
ERP-R-000782,2026-03-07,North,Electronics,100860.14,114980.56,2026-03-08T02:00:00+05:30
ERP-R-000783,2026-03-07,North,Home,31005.77,35346.57,2026-03-08T02:00:00+05:30
ERP-R-000784,2026-03-07,South,Apparel,39496.16,45025.62,2026-03-08T02:00:00+05:30
ERP-R-000785,2026-03-07,South,Electronics,78478.94,89465.99,2026-03-08T02:00:00+05:30
ERP-R-000786,2026-03-07,South,Home,30256.64,34492.57,2026-03-08T02:00:00+05:30
ERP-R-000787,2026-03-07,East,Apparel,26969.63,30745.37,2026-03-08T02:00:00+05:30
ERP-R-000788,2026-03-07,East,Electronics,54750.94,62416.08,2026-03-08T02:00:00+05:30
ERP-R-000789,2026-03-07,East,Home,19348.55,22057.34,2026-03-08T02:00:00+05:30
ERP-R-000790,2026-03-07,West,Apparel,39136.88,44616.04,2026-03-08T02:00:00+05:30
ERP-R-000791,2026-03-07,West,Electronics,72815.07,83009.18,2026-03-08T02:00:00+05:30
ERP-R-000792,2026-03-07,West,Home,26042.21,29688.12,2026-03-08T02:00:00+05:30
ERP-R-000793,2026-03-08,North,Apparel,46963.1,53537.94,2026-03-09T02:00:00+05:30
ERP-R-000794,2026-03-08,North,Electronics,95014.37,108316.39,2026-03-09T02:00:00+05:30
ERP-R-000795,2026-03-08,North,Home,30941.68,35273.52,2026-03-09T02:00:00+05:30
ERP-R-000796,2026-03-08,South,Apparel,42309.7,48233.06,2026-03-09T02:00:00+05:30
ERP-R-000797,2026-03-08,South,Electronics,79714.98,90875.07,2026-03-09T02:00:00+05:30
ERP-R-000798,2026-03-08,South,Home,29780.27,33949.5,2026-03-09T02:00:00+05:30
ERP-R-000799,2026-03-08,East,Apparel,30510.33,34781.77,2026-03-09T02:00:00+05:30
ERP-R-000800,2026-03-08,East,Electronics,52374.36,59706.77,2026-03-09T02:00:00+05:30
ERP-R-000801,2026-03-08,East,Home,19675.35,22429.9,2026-03-09T02:00:00+05:30
ERP-R-000802,2026-03-08,West,Apparel,35060.92,39969.45,2026-03-09T02:00:00+05:30
ERP-R-000803,2026-03-08,West,Electronics,73569.35,83869.06,2026-03-09T02:00:00+05:30
ERP-R-000804,2026-03-08,West,Home,27469.38,31315.09,2026-03-09T02:00:00+05:30
ERP-R-000805,2026-03-09,North,Apparel,41320.45,47105.31,2026-03-10T02:00:00+05:30
ERP-R-000806,2026-03-09,North,Electronics,83395.13,95070.45,2026-03-10T02:00:00+05:30
ERP-R-000807,2026-03-09,North,Home,27226.98,31038.76,2026-03-10T02:00:00+05:30
ERP-R-000808,2026-03-09,South,Apparel,34924.37,39813.79,2026-03-10T02:00:00+05:30
ERP-R-000809,2026-03-09,South,Electronics,66381.61,75675.04,2026-03-10T02:00:00+05:30
ERP-R-000810,2026-03-09,South,Home,24450.83,27873.95,2026-03-10T02:00:00+05:30
ERP-R-000811,2026-03-09,East,Apparel,23559.31,26857.62,2026-03-10T02:00:00+05:30
ERP-R-000812,2026-03-09,East,Electronics,47462.58,54107.34,2026-03-10T02:00:00+05:30
ERP-R-000813,2026-03-09,East,Home,17538.42,19993.79,2026-03-10T02:00:00+05:30
ERP-R-000814,2026-03-09,West,Apparel,31703.62,36142.13,2026-03-10T02:00:00+05:30
ERP-R-000815,2026-03-09,West,Electronics,64476.65,73503.38,2026-03-10T02:00:00+05:30
ERP-R-000816,2026-03-09,West,Home,21638.25,24667.6,2026-03-10T02:00:00+05:30
ERP-R-000817,2026-03-10,North,Apparel,40951.85,46685.11,2026-03-11T02:00:00+05:30
ERP-R-000818,2026-03-10,North,Electronics,78379.25,89352.35,2026-03-11T02:00:00+05:30
ERP-R-000819,2026-03-10,North,Home,26331.84,30018.29,2026-03-11T02:00:00+05:30
ERP-R-000820,2026-03-10,South,Apparel,33462.09,38146.78,2026-03-11T02:00:00+05:30
ERP-R-000821,2026-03-10,South,Electronics,71357.26,81347.27,2026-03-11T02:00:00+05:30
ERP-R-000822,2026-03-10,South,Home,24683.32,28138.98,2026-03-11T02:00:00+05:30
ERP-R-000823,2026-03-10,East,Apparel,22633.19,25801.83,2026-03-11T02:00:00+05:30
ERP-R-000824,2026-03-10,East,Electronics,46487.1,52995.29,2026-03-11T02:00:00+05:30
ERP-R-000825,2026-03-10,East,Home,16054.74,18302.4,2026-03-11T02:00:00+05:30
ERP-R-000826,2026-03-10,West,Apparel,31648.34,36079.1,2026-03-11T02:00:00+05:30
ERP-R-000827,2026-03-10,West,Electronics,63211.33,72060.91,2026-03-11T02:00:00+05:30
ERP-R-000828,2026-03-10,West,Home,21276.91,24255.67,2026-03-11T02:00:00+05:30
ERP-R-000829,2026-03-11,North,Apparel,41550.32,47367.36,2026-03-12T02:00:00+05:30
ERP-R-000830,2026-03-11,North,Electronics,83882.49,95626.04,2026-03-12T02:00:00+05:30
ERP-R-000831,2026-03-11,North,Home,27577.73,31438.61,2026-03-12T02:00:00+05:30
ERP-R-000832,2026-03-11,South,Apparel,37053.77,42241.3,2026-03-12T02:00:00+05:30
ERP-R-000833,2026-03-11,South,Electronics,68052.6,77579.96,2026-03-12T02:00:00+05:30
ERP-R-000834,2026-03-11,South,Home,23411.25,26688.82,2026-03-12T02:00:00+05:30
ERP-R-000835,2026-03-11,East,Apparel,23986.74,27344.88,2026-03-12T02:00:00+05:30
ERP-R-000836,2026-03-11,East,Electronics,43612.0,49717.68,2026-03-12T02:00:00+05:30
ERP-R-000837,2026-03-11,East,Home,16821.67,19176.71,2026-03-12T02:00:00+05:30
ERP-R-000838,2026-03-11,West,Apparel,29915.76,34103.97,2026-03-12T02:00:00+05:30
ERP-R-000839,2026-03-11,West,Electronics,63470.24,72356.07,2026-03-12T02:00:00+05:30
ERP-R-000840,2026-03-11,West,Home,22061.27,25149.84,2026-03-12T02:00:00+05:30
ERP-R-000841,2026-03-12,North,Apparel,41223.0,46994.22,2026-03-13T02:00:00+05:30
ERP-R-000842,2026-03-12,North,Electronics,80344.4,91592.62,2026-03-13T02:00:00+05:30
ERP-R-000843,2026-03-12,North,Home,26366.69,30058.02,2026-03-13T02:00:00+05:30
ERP-R-000844,2026-03-12,South,Apparel,33335.45,38002.41,2026-03-13T02:00:00+05:30
ERP-R-000845,2026-03-12,South,Electronics,69172.94,78857.15,2026-03-13T02:00:00+05:30
ERP-R-000846,2026-03-12,South,Home,24820.52,28295.39,2026-03-13T02:00:00+05:30
ERP-R-000847,2026-03-12,East,Apparel,23674.4,26988.81,2026-03-13T02:00:00+05:30
ERP-R-000848,2026-03-12,East,Electronics,46073.91,52524.26,2026-03-13T02:00:00+05:30
ERP-R-000849,2026-03-12,East,Home,17094.36,19487.57,2026-03-13T02:00:00+05:30
ERP-R-000850,2026-03-12,West,Apparel,31388.31,35782.67,2026-03-13T02:00:00+05:30
ERP-R-000851,2026-03-12,West,Electronics,62224.1,70935.47,2026-03-13T02:00:00+05:30
ERP-R-000852,2026-03-12,West,Home,20620.95,23507.89,2026-03-13T02:00:00+05:30
ERP-R-000853,2026-03-13,North,Apparel,42330.22,48256.45,2026-03-14T02:00:00+05:30
ERP-R-000854,2026-03-13,North,Electronics,80605.46,91890.22,2026-03-14T02:00:00+05:30
ERP-R-000855,2026-03-13,North,Home,27594.66,31457.92,2026-03-14T02:00:00+05:30
ERP-R-000856,2026-03-13,South,Apparel,36253.14,41328.58,2026-03-14T02:00:00+05:30
ERP-R-000857,2026-03-13,South,Electronics,70792.62,80703.59,2026-03-14T02:00:00+05:30
ERP-R-000858,2026-03-13,South,Home,25437.78,28999.07,2026-03-14T02:00:00+05:30
ERP-R-000859,2026-03-13,East,Apparel,23595.61,26898.99,2026-03-14T02:00:00+05:30
ERP-R-000860,2026-03-13,East,Electronics,44679.02,50934.09,2026-03-14T02:00:00+05:30
ERP-R-000861,2026-03-13,East,Home,15648.17,17838.91,2026-03-14T02:00:00+05:30
