event_id,ts_raw,warehouse,region,promised_hours,actual_hours,employee_id,shift_id,staff_productivity_score
OPS-D-0008246,2026-03-08 13:23:00,WH-N2,North,24.0,9.6,EMP-1365,SH-2,0.726
OPS-D-0008247,2026-03-08T14:43:00+05:30,WH-N2,North,24.0,9.74,EMP-1270,SH-1,0.83
OPS-D-0008248,2026-03-08 15:02:00,WH-N2,North,24.0,16.32,EMP-1071,SH-1,0.706
OPS-D-0008249,2026-03-08T16:53:00+05:30,WH-N2,North,24.0,21.86,EMP-1376,SH-1,0.792
OPS-D-0008250,2026-03-08T17:54:00+05:30,WH-N2,North,24.0,13.23,EMP-1173,SH-1,0.728
OPS-D-0008251,2026-03-08T18:22:00+05:30,WH-N2,North,24.0,42.31,EMP-1079,SH-2,0.893
OPS-D-0008252,2026-03-08 19:22:00,WH-N2,North,24.0,12.67,EMP-1261,SH-3,0.901
OPS-D-0008253,2026-03-08 20:57:00,WH-N2,North,24.0,16.26,EMP-1015,SH-2,0.67
OPS-D-0008254,1772986500000,WH-N2,North,24.0,11.95,EMP-1239,SH-3,0.875
OPS-D-0008255,2026-03-08T22:26:00+05:30,WH-N2,North,24.0,19.47,EMP-1054,SH-3,0.707
OPS-D-0008256,2026-03-08 23:21:00,WH-N2,North,24.0,23.38,EMP-1271,SH-3,0.811
OPS-D-0008257,2026-03-08T00:41:00+05:30,WH-N2,North,24.0,19.43,EMP-1231,SH-3,0.999
OPS-D-0008258,2026-03-08 01:25:00,WH-N2,North,24.0,22.39,EMP-1281,SH-1,0.702
OPS-D-0008259,2026-03-08 02:14:00,WH-N2,North,24.0,20.63,EMP-1104,SH-2,0.845
OPS-D-0008260,2026-03-08 00:56:00,WH-S1,South,24.0,10.4,EMP-1234,SH-3,0.762
OPS-D-0008261,2026-03-08 01:56:00,WH-S1,South,24.0,14.62,EMP-1383,SH-3,0.704
OPS-D-0008262,2026-03-08 02:14:00,WH-S1,South,24.0,18.38,EMP-1128,SH-1,0.856
OPS-D-0008263,2026-03-08T03:36:00+05:30,WH-S1,South,24.0,14.68,EMP-1068,SH-3,0.688
OPS-D-0008264,1772924580000,WH-S1,South,24.0,18.59,EMP-1157,SH-3,0.824
OPS-D-0008265,1772929080000,WH-S1,South,24.0,14.54,EMP-1387,SH-3,0.732
OPS-D-0008266,2026-03-08T06:47:00+05:30,WH-S1,South,24.0,12.62,EMP-1385,SH-3,0.826
OPS-D-0008267,1772935200000,WH-S1,South,24.0,22.45,EMP-1213,SH-2,0.836
OPS-D-0008268,1772939820000,WH-S1,South,24.0,20.55,EMP-1234,SH-2,0.817
OPS-D-0008269,2026-03-08 09:06:00,WH-S1,South,24.0,9.69,EMP-1285,SH-1,0.723
OPS-D-0008270,2026-03-08T10:55:00+05:30,WH-S1,South,24.0,14.65,EMP-1234,SH-1,0.781
OPS-D-0008271,2026-03-08 11:35:00,WH-S1,South,24.0,11.47,EMP-1004,SH-1,0.848
OPS-D-0008272,2026-03-08 12:16:00,WH-S1,South,24.0,14.24,EMP-1391,SH-1,0.631
OPS-D-0008273,1772956800000,WH-S1,South,24.0,21.4,EMP-1226,SH-3,0.895
OPS-D-0008274,2026-03-08T14:40:00+05:30,WH-S1,South,24.0,15.25,EMP-1199,SH-3,0.795
OPS-D-0008275,2026-03-08T15:38:00+05:30,WH-S1,South,24.0,19.64,EMP-1013,SH-3,0.824
OPS-D-0008276,2026-03-08T16:20:00+05:30,WH-S1,South,24.0,12.74,EMP-1378,SH-3,0.7
OPS-D-0008277,2026-03-08T17:23:00+05:30,WH-S1,South,24.0,22.43,EMP-1018,SH-2,0.668
OPS-D-0008278,2026-03-08T18:43:00+05:30,WH-S1,South,24.0,11.95,EMP-1171,SH-1,0.82
OPS-D-0008279,2026-03-08T19:50:00+05:30,WH-S1,South,24.0,14.68,EMP-1065,SH-2,0.67
OPS-D-0008280,2026-03-08T20:52:00+05:30,WH-S1,South,24.0,16.56,EMP-1364,SH-2,0.665
OPS-D-0008281,2026-03-08T21:50:00+05:30,WH-S1,South,24.0,8.66,EMP-1314,SH-2,0.79
OPS-D-0008282,2026-03-08T22:15:00+05:30,WH-S1,South,24.0,17.76,EMP-1129,SH-3,0.869
OPS-D-0008283,1772993640000,WH-S1,South,24.0,12.56,EMP-1335,SH-2,0.798
OPS-D-0008284,2026-03-08T00:12:00+05:30,WH-S1,South,24.0,20.61,EMP-1373,SH-2,0.668
OPS-D-0008285,2026-03-08T01:34:00+05:30,WH-S1,South,24.0,10.88,EMP-1036,SH-1,0.773
OPS-D-0008286,2026-03-08T02:56:00+05:30,WH-S1,South,24.0,20.12,EMP-1103,SH-3,0.866
OPS-D-0008287,2026-03-08T00:56:00+05:30,WH-E1,East,24.0,,EMP-1276,SH-3,0.758
OPS-D-0008288,2026-03-08T01:22:00+05:30,WH-E1,East,24.0,,EMP-1165,SH-2,0.705
OPS-D-0008289,2026-03-08T02:31:00+05:30,WH-E1,East,24.0,,EMP-1198,SH-3,0.708
OPS-D-0008290,2026-03-08T03:50:00+05:30,WH-E1,East,24.0,21.21,EMP-1235,SH-3,0.739
OPS-D-0008291,2026-03-08 04:43:00,WH-E1,East,24.0,11.86,EMP-1091,SH-3,0.853
OPS-D-0008292,2026-03-08T05:01:00+05:30,WH-E1,East,24.0,8.74,EMP-1099,SH-1,0.61
OPS-D-0008293,2026-03-08T06:07:00+05:30,WH-E1,East,24.0,20.56,EMP-1239,SH-1,0.86
OPS-D-0008294,2026-03-08T07:14:00+05:30,WH-E1,East,24.0,36.39,EMP-1327,SH-1,0.754
OPS-D-0008295,2026-03-08T08:16:00+05:30,WH-E1,East,24.0,21.18,EMP-1224,SH-2,0.829
OPS-D-0008296,1772943900000,WH-E1,East,24.0,18.25,EMP-1396,SH-3,0.635
OPS-D-0008297,2026-03-08 10:50:00,WH-E1,East,24.0,13.81,EMP-1270,SH-3,0.877
OPS-D-0008298,2026-03-08 11:33:00,WH-E1,East,24.0,20.15,EMP-1243,SH-3,0.739
OPS-D-0008299,2026-03-08T12:36:00+05:30,WH-E1,East,24.0,12.38,EMP-1172,SH-3,0.647
OPS-D-0008300,1772956500000,WH-E1,East,24.0,22.74,EMP-1276,SH-2,0.724
OPS-D-0008301,2026-03-08T14:14:00+05:30,WH-E1,East,24.0,16.62,EMP-1158,SH-3,0.746
OPS-D-0008302,2026-03-08 15:41:00,WH-E1,East,24.0,10.34,EMP-1254,SH-1,0.826
OPS-D-0008303,2026-03-08T16:17:00+05:30,WH-E1,East,24.0,18.24,EMP-1035,SH-1,0.857
OPS-D-0008304,2026-03-08 17:22:00,WH-E1,East,24.0,19.54,EMP-1355,SH-2,0.708
OPS-D-0008305,2026-03-08 18:14:00,WH-E1,East,24.0,18.83,EMP-1223,SH-1,0.772
OPS-D-0008306,2026-03-08 19:18:00,WH-E1,East,24.0,16.33,EMP-1009,SH-1,0.854
OPS-D-0008307,2026-03-08T20:05:00+05:30,WH-E1,East,24.0,19.6,EMP-1328,SH-3,0.847
OPS-D-0008308,1772983980000,WH-E1,East,24.0,19.92,EMP-1323,SH-1,0.809
OPS-D-0008309,2026-03-08T22:37:00+05:30,WH-E1,East,24.0,9.54,EMP-1168,SH-1,0.631
OPS-D-0008310,1772991540000,WH-E1,East,24.0,8.61,EMP-1233,SH-2,0.67
OPS-D-0008311,2026-03-08 00:39:00,WH-E1,East,24.0,17.42,EMP-1358,SH-1,0.784
OPS-D-0008312,2026-03-08 01:10:00,WH-E1,East,24.0,20.34,EMP-1190,SH-2,0.567
OPS-D-0008313,2026-03-08T02:57:00+05:30,WH-E1,East,24.0,21.23,EMP-1023,SH-2,0.75
OPS-D-0008314,2026-03-08T00:46:00+05:30,WH-W1,West,24.0,9.89,EMP-1203,SH-1,0.719
OPS-D-0008315,2026-03-08T01:04:00+05:30,WH-W1,West,24.0,10.97,EMP-1048,SH-3,0.703
OPS-D-0008316,1772916060000,WH-W1,West,24.0,16.27,EMP-1294,SH-2,0.713
OPS-D-0008317,2026-03-08 03:39:00,WH-W1,West,24.0,16.22,EMP-1326,SH-1,0.769
OPS-D-0008318,2026-03-08 04:06:00,WH-W1,West,24.0,13.9,EMP-1118,SH-1,0.656
OPS-D-0008319,2026-03-08T05:21:00+05:30,WH-W1,West,24.0,,EMP-1344,SH-2,0.77
OPS-D-0008320,2026-03-08 06:33:00,WH-W1,West,24.0,39.76,EMP-1120,SH-1,0.943
OPS-D-0008321,1772933940000,WH-W1,West,24.0,22.46,EMP-1013,SH-3,0.647
OPS-D-0008322,2026-03-08T08:42:00+05:30,WH-W1,West,24.0,16.0,EMP-1348,SH-1,0.623
OPS-D-0008323,2026-03-08 09:54:00,WH-W1,West,24.0,17.48,EMP-1098,SH-2,0.722
OPS-D-0008324,2026-03-08T10:34:00+05:30,WH-W1,West,24.0,20.99,EMP-1151,SH-1,0.851
OPS-D-0008325,2026-03-08 11:59:00,WH-W1,West,24.0,26.96,EMP-1133,SH-2,0.682
OPS-D-0008326,1772952420000,WH-W1,West,24.0,23.38,EMP-1316,SH-3,0.811
OPS-D-0008327,2026-03-08T13:34:00+05:30,WH-W1,West,24.0,19.25,EMP-1127,SH-2,0.954
OPS-D-0008328,1772959980000,WH-W1,West,24.0,18.05,EMP-1187,SH-1,0.763
OPS-D-0008329,1772963940000,WH-W1,West,24.0,20.81,EMP-1383,SH-1,0.782
OPS-D-0008330,2026-03-08T16:23:00+05:30,WH-W1,West,24.0,11.89,EMP-1126,SH-3,0.901
OPS-D-0008331,2026-03-08T17:27:00+05:30,WH-W1,West,24.0,19.89,EMP-1279,SH-3,0.656
OPS-D-0008332,2026-03-08 18:40:00,WH-W1,West,24.0,18.35,EMP-1337,SH-1,0.746
OPS-D-0008333,2026-03-08 19:51:00,WH-W1,West,24.0,16.72,EMP-1121,SH-2,0.919
OPS-D-0008334,2026-03-08 20:04:00,WH-W1,West,24.0,15.08,EMP-1111,SH-3,0.844
OPS-D-0008335,2026-03-08 21:54:00,WH-W1,West,24.0,17.6,EMP-1053,SH-3,0.745
OPS-D-0008336,2026-03-08T22:36:00+05:30,WH-W1,West,24.0,19.89,EMP-1283,SH-3,0.719
OPS-D-0008337,2026-03-08T23:15:00+05:30,WH-W1,West,24.0,8.89,EMP-1175,SH-1,0.634
OPS-D-0008338,2026-03-08T00:20:00+05:30,WH-W1,West,24.0,21.55,EMP-1007,SH-3,0.811
OPS-D-0008339,2026-03-08 01:08:00,WH-W1,West,24.0,11.65,EMP-1012,SH-2,0.841
OPS-D-0008340,2026-03-08T02:07:00+05:30,WH-W1,West,24.0,27.51,EMP-1274,SH-3,0.731
OPS-D-0008341,1772997180000,WH-N1,North,24.0,13.61,EMP-1242,SH-2,0.708
OPS-D-0008342,2026-03-09T01:34:00+05:30,WH-N1,North,24.0,,EMP-1157,SH-3,0.86
OPS-D-0008343,2026-03-09T02:11:00+05:30,WH-N1,North,24.0,23.15,EMP-1341,SH-2,0.764
OPS-D-0008344,2026-03-09T03:45:00+05:30,WH-N1,North,24.0,76.49,EMP-1388,SH-2,0.742
OPS-D-0008345,2026-03-09 04:02:00,WH-N1,North,24.0,9.74,EMP-1334,SH-2,0.695
OPS-D-0008346,2026-03-09T05:27:00+05:30,WH-N1,North,24.0,19.54,EMP-1076,SH-2,0.769
OPS-D-0008347,2026-03-09T06:51:00+05:30,WH-N1,North,24.0,8.99,EMP-1192,SH-2,0.8
OPS-D-0008348,2026-03-09 07:37:00,WH-N1,North,24.0,46.71,EMP-1143,SH-3,0.631
OPS-D-0008349,2026-03-09T08:43:00+05:30,WH-N1,North,24.0,21.98,EMP-1270,SH-2,0.713
OPS-D-0008350,1773030480000,WH-N1,North,24.0,9.26,EMP-1089,SH-1,0.877
OPS-D-0008351,2026-03-09T10:47:00+05:30,WH-N1,North,24.0,11.88,EMP-1096,SH-2,0.574
OPS-D-0008352,2026-03-09T11:30:00+05:30,WH-N1,North,24.0,22.51,EMP-1296,SH-3,0.906
OPS-D-0008353,1773041040000,WH-N1,North,24.0,11.78,EMP-1042,SH-3,0.839
OPS-D-0008354,2026-03-09T13:03:00+05:30,WH-N1,North,24.0,22.68,EMP-1210,SH-1,0.816
OPS-D-0008355,1773045660000,WH-N1,North,24.0,12.21,EMP-1348,SH-1,0.85
OPS-D-0008356,2026-03-09T15:24:00+05:30,WH-N1,North,24.0,11.2,EMP-1266,SH-2,0.771
OPS-D-0008357,1773055740000,WH-N1,North,24.0,17.53,EMP-1310,SH-2,0.67
OPS-D-0008358,1773058200000,WH-N1,North,24.0,15.14,EMP-1062,SH-3,0.856
OPS-D-0008359,2026-03-09T18:27:00+05:30,WH-N1,North,24.0,22.75,EMP-1216,SH-1,0.875
OPS-D-0008360,1773063600000,WH-N1,North,24.0,11.66,EMP-1186,SH-3,0.833
OPS-D-0008361,2026-03-09 20:18:00,WH-N1,North,24.0,11.36,EMP-1377,SH-1,0.729
OPS-D-0008362,2026-03-09T21:09:00+05:30,WH-N1,North,24.0,17.46,EMP-1393,SH-1,0.736
OPS-D-0008363,2026-03-09T22:07:00+05:30,WH-N1,North,24.0,10.48,EMP-1155,SH-1,0.744
OPS-D-0008364,2026-03-09T23:39:00+05:30,WH-N1,North,24.0,8.74,EMP-1151,SH-3,0.835
OPS-D-0008365,2026-03-09T00:30:00+05:30,WH-N2,North,24.0,19.43,EMP-1000,SH-3,0.718
OPS-D-0008366,2026-03-09T01:12:00+05:30,WH-N2,North,24.0,21.26,EMP-1060,SH-2,0.818
OPS-D-0008367,2026-03-09 02:47:00,WH-N2,North,24.0,12.07,EMP-1389,SH-2,0.685
OPS-D-0008368,1773006120000,WH-N2,North,24.0,23.0,EMP-1027,SH-3,0.715
OPS-D-0008369,2026-03-09T04:39:00+05:30,WH-N2,North,24.0,21.84,EMP-1115,SH-3,0.674
OPS-D-0008370,2026-03-09T05:29:00+05:30,WH-N2,North,24.0,20.64,EMP-1221,SH-1,0.658
OPS-D-0008371,2026-03-09 06:06:00,WH-N2,North,24.0,22.73,EMP-1033,SH-2,0.869
OPS-D-0008372,2026-03-09T07:27:00+05:30,WH-N2,North,24.0,10.38,EMP-1014,SH-2,0.889
OPS-D-0008373,2026-03-09T08:58:00+05:30,WH-N2,North,24.0,22.05,EMP-1062,SH-1,0.811
OPS-D-0008374,2026-03-09T09:14:00+05:30,WH-N2,North,24.0,18.45,EMP-1069,SH-2,0.745
OPS-D-0008375,2026-03-09T10:43:00+05:30,WH-N2,North,24.0,22.69,EMP-1039,SH-2,0.641
OPS-D-0008376,1773035340000,WH-N2,North,24.0,17.71,EMP-1292,SH-1,0.787
OPS-D-0008377,1773039180000,WH-N2,North,24.0,22.82,EMP-1263,SH-2,0.738
OPS-D-0008378,2026-03-09T13:13:00+05:30,WH-N2,North,24.0,12.44,EMP-1237,SH-3,0.866
OPS-D-0008379,2026-03-09 14:11:00,WH-N2,North,24.0,18.33,EMP-1066,SH-3,0.97
OPS-D-0008380,2026-03-09T15:12:00+05:30,WH-N2,North,24.0,13.88,EMP-1349,SH-2,0.896
OPS-D-0008381,2026-03-09T16:53:00+05:30,WH-N2,North,24.0,19.23,EMP-1130,SH-3,0.744
OPS-D-0008382,2026-03-09T17:19:00+05:30,WH-N2,North,24.0,17.53,EMP-1141,SH-3,0.734
OPS-D-0008383,2026-03-09T18:57:00+05:30,WH-N2,North,24.0,34.79,EMP-1310,SH-2,0.822
OPS-D-0008384,2026-03-09T19:46:00+05:30,WH-N2,North,24.0,,EMP-1066,SH-1,0.68
OPS-D-0008385,2026-03-09 20:59:00,WH-N2,North,24.0,11.68,EMP-1145,SH-2,0.972
OPS-D-0008386,2026-03-09T21:37:00+05:30,WH-N2,North,24.0,19.31,EMP-1237,SH-1,0.842
OPS-D-0008387,2026-03-09 22:03:00,WH-N2,North,24.0,16.26,EMP-1276,SH-3,0.842
OPS-D-0008388,1773077640000,WH-N2,North,24.0,16.86,EMP-1167,SH-3,0.87
OPS-D-0008389,2026-03-09 00:15:00,WH-S1,South,24.0,16.32,EMP-1236,SH-1,0.845
OPS-D-0008390,2026-03-09 01:29:00,WH-S1,South,24.0,13.58,EMP-1242,SH-2,0.784
OPS-D-0008391,2026-03-09 02:47:00,WH-S1,South,24.0,14.05,EMP-1156,SH-2,0.774
OPS-D-0008392,2026-03-09T03:10:00+05:30,WH-S1,South,24.0,14.41,EMP-1232,SH-2,0.729
OPS-D-0008393,2026-03-09T04:04:00+05:30,WH-S1,South,24.0,16.37,EMP-1255,SH-2,0.929
OPS-D-0008394,2026-03-09T05:49:00+05:30,WH-S1,South,24.0,16.87,EMP-1244,SH-2,0.99
OPS-D-0008395,2026-03-09 06:40:00,WH-S1,South,24.0,20.8,EMP-1359,SH-2,0.825
OPS-D-0008396,2026-03-09T07:27:00+05:30,WH-S1,South,24.0,13.52,EMP-1375,SH-2,0.735
OPS-D-0008397,2026-03-09T08:52:00+05:30,WH-S1,South,24.0,21.83,EMP-1315,SH-3,0.869
OPS-D-0008398,2026-03-09T09:57:00+05:30,WH-S1,South,24.0,21.94,EMP-1351,SH-3,0.824
OPS-D-0008399,2026-03-09T10:46:00+05:30,WH-S1,South,24.0,22.58,EMP-1079,SH-3,0.801
OPS-D-0008400,2026-03-09 11:20:00,WH-S1,South,24.0,9.44,EMP-1037,SH-2,0.764
OPS-D-0008401,2026-03-09 12:18:00,WH-S1,South,24.0,9.13,EMP-1257,SH-1,0.798
OPS-D-0008402,2026-03-09T13:49:00+05:30,WH-S1,South,24.0,66.06,EMP-1278,SH-2,0.829
OPS-D-0008403,2026-03-09T14:01:00+05:30,WH-S1,South,24.0,17.1,EMP-1009,SH-2,0.756
OPS-D-0008404,2026-03-09T15:55:00+05:30,WH-S1,South,24.0,20.84,EMP-1090,SH-1,0.729
OPS-D-0008405,2026-03-09T16:25:00+05:30,WH-S1,South,24.0,12.05,EMP-1294,SH-3,0.756
OPS-D-0008406,2026-03-09T17:47:00+05:30,WH-S1,South,24.0,18.59,EMP-1285,SH-3,0.659
OPS-D-0008407,2026-03-09 18:46:00,WH-S1,South,24.0,11.67,EMP-1216,SH-2,0.786
OPS-D-0008408,2026-03-09T19:35:00+05:30,WH-S1,South,24.0,10.51,EMP-1252,SH-3,0.841
OPS-D-0008409,2026-03-09 20:29:00,WH-S1,South,24.0,23.42,EMP-1394,SH-2,0.715
OPS-D-0008410,2026-03-09 21:35:00,WH-S1,South,24.0,20.85,EMP-1324,SH-3,0.685
OPS-D-0008411,1773075060000,WH-S1,South,24.0,13.03,EMP-1009,SH-3,0.94
OPS-D-0008412,2026-03-09 23:08:00,WH-S1,South,24.0,15.14,EMP-1219,SH-2,0.862
OPS-D-0008413,2026-03-09 00:58:00,WH-E1,East,24.0,14.75,EMP-1220,SH-3,0.88
OPS-D-0008414,2026-03-09T01:37:00+05:30,WH-E1,East,24.0,15.82,EMP-1098,SH-1,0.884
OPS-D-0008415,1773002220000,WH-E1,East,24.0,21.65,EMP-1003,SH-2,0.772
OPS-D-0008416,2026-03-09 03:21:00,WH-E1,East,24.0,9.81,EMP-1015,SH-3,0.719
OPS-D-0008417,2026-03-09 04:49:00,WH-E1,East,24.0,15.93,EMP-1022,SH-3,0.586
OPS-D-0008418,2026-03-09T05:46:00+05:30,WH-E1,East,24.0,17.41,EMP-1273,SH-2,0.737
OPS-D-0008419,2026-03-09T06:36:00+05:30,WH-E1,East,24.0,14.06,EMP-1076,SH-2,0.76
OPS-D-0008420,1773021720000,WH-E1,East,24.0,9.15,EMP-1120,SH-1,0.665
OPS-D-0008421,2026-03-09T08:00:00+05:30,WH-E1,East,24.0,21.85,EMP-1215,SH-3,0.831
OPS-D-0008422,2026-03-09T09:11:00+05:30,WH-E1,East,24.0,10.66,EMP-1261,SH-2,0.793
OPS-D-0008423,2026-03-09T10:52:00+05:30,WH-E1,East,24.0,9.82,EMP-1279,SH-3,0.674
OPS-D-0008424,1773035040000,WH-E1,East,24.0,11.72,EMP-1232,SH-3,0.693
OPS-D-0008425,2026-03-09T12:52:00+05:30,WH-E1,East,24.0,20.14,EMP-1371,SH-1,0.843
OPS-D-0008426,2026-03-09T13:04:00+05:30,WH-E1,East,24.0,12.15,EMP-1313,SH-1,0.687
OPS-D-0008427,2026-03-09T14:03:00+05:30,WH-E1,East,24.0,9.89,EMP-1168,SH-1,0.742
OPS-D-0008428,2026-03-09T15:39:00+05:30,WH-E1,East,24.0,,EMP-1313,SH-1,0.709
OPS-D-0008429,2026-03-09 16:13:00,WH-E1,East,24.0,10.79,EMP-1147,SH-2,0.993
OPS-D-0008430,2026-03-09T17:44:00+05:30,WH-E1,East,24.0,21.44,EMP-1238,SH-3,0.808
OPS-D-0008431,2026-03-09T18:01:00+05:30,WH-E1,East,24.0,10.85,EMP-1228,SH-1,0.79
OPS-D-0008432,2026-03-09T19:30:00+05:30,WH-E1,East,24.0,9.47,EMP-1070,SH-2,0.668
OPS-D-0008433,2026-03-09 20:30:00,WH-E1,East,24.0,12.99,EMP-1141,SH-3,0.745
OPS-D-0008434,2026-03-09T21:15:00+05:30,WH-E1,East,24.0,13.57,EMP-1080,SH-2,0.706
OPS-D-0008435,1773076860000,WH-E1,East,24.0,16.54,EMP-1083,SH-1,0.793
OPS-D-0008436,2026-03-09T23:29:00+05:30,WH-E1,East,24.0,28.2,EMP-1037,SH-3,0.852
OPS-D-0008437,1772995500000,WH-W1,West,24.0,11.81,EMP-1229,SH-3,0.807
OPS-D-0008438,2026-03-09T01:47:00+05:30,WH-W1,West,24.0,19.1,EMP-1019,SH-1,0.811
OPS-D-0008439,2026-03-09 02:56:00,WH-W1,West,24.0,16.85,EMP-1042,SH-3,0.762
OPS-D-0008440,2026-03-09T03:12:00+05:30,WH-W1,West,24.0,10.2,EMP-1208,SH-1,0.829
OPS-D-0008441,2026-03-09T04:07:00+05:30,WH-W1,West,24.0,14.1,EMP-1278,SH-3,0.922
OPS-D-0008442,2026-03-09 05:37:00,WH-W1,West,24.0,76.02,EMP-1107,SH-1,0.752
OPS-D-0008443,2026-03-09T06:13:00+05:30,WH-W1,West,24.0,17.07,EMP-1061,SH-3,0.817
OPS-D-0008444,2026-03-09T07:40:00+05:30,WH-W1,West,24.0,13.62,EMP-1087,SH-3,0.617
OPS-D-0008445,2026-03-09T08:56:00+05:30,WH-W1,West,24.0,13.12,EMP-1138,SH-2,0.77
OPS-D-0008446,2026-03-09T09:06:00+05:30,WH-W1,West,24.0,18.92,EMP-1328,SH-3,0.776
OPS-D-0008447,2026-03-09T10:57:00+05:30,WH-W1,West,24.0,17.66,EMP-1132,SH-1,0.702
OPS-D-0008448,1773037320000,WH-W1,West,24.0,11.54,EMP-1146,SH-3,0.881
OPS-D-0008449,2026-03-09 12:15:00,WH-W1,West,24.0,12.97,EMP-1149,SH-2,0.797
OPS-D-0008450,2026-03-09T13:53:00+05:30,WH-W1,West,24.0,9.5,EMP-1102,SH-1,0.68
OPS-D-0008451,2026-03-09T14:53:00+05:30,WH-W1,West,24.0,16.98,EMP-1128,SH-2,0.81
OPS-D-0008452,2026-03-09 15:33:00,WH-W1,West,24.0,19.71,EMP-1247,SH-3,0.851
OPS-D-0008453,1773053220000,WH-W1,West,24.0,20.62,EMP-1274,SH-3,0.867
OPS-D-0008454,2026-03-09T17:26:00+05:30,WH-W1,West,24.0,12.83,EMP-1149,SH-3,0.916
OPS-D-0008455,2026-03-09T18:35:00+05:30,WH-W1,West,24.0,8.65,EMP-1182,SH-2,0.83
OPS-D-0008456,2026-03-09T19:08:00+05:30,WH-W1,West,24.0,10.57,EMP-1001,SH-3,0.873
OPS-D-0008457,2026-03-09T20:23:00+05:30,WH-W1,West,24.0,14.18,EMP-1041,SH-2,0.855
OPS-D-0008458,1773070200000,WH-W1,West,24.0,20.25,EMP-1109,SH-2,0.822
OPS-D-0008459,2026-03-09T22:03:00+05:30,WH-W1,West,24.0,22.19,EMP-1155,SH-1,0.784
OPS-D-0008460,2026-03-09T23:36:00+05:30,WH-W1,West,24.0,19.32,EMP-1150,SH-2,0.704
OPS-D-0008461,1773081960000,WH-N1,North,24.0,18.43,EMP-1207,SH-2,0.916
OPS-D-0008462,2026-03-10T01:38:00+05:30,WH-N1,North,24.0,13.81,EMP-1131,SH-1,0.782
OPS-D-0008463,2026-03-10T02:19:00+05:30,WH-N1,North,24.0,23.46,EMP-1006,SH-1,0.885
OPS-D-0008464,2026-03-10T03:12:00+05:30,WH-N1,North,24.0,10.0,EMP-1130,SH-3,0.649
OPS-D-0008465,2026-03-10T04:32:00+05:30,WH-N1,North,24.0,9.9,EMP-1221,SH-2,0.835
OPS-D-0008466,2026-03-10 05:37:00,WH-N1,North,24.0,13.76,EMP-1019,SH-1,0.895
OPS-D-0008467,2026-03-10T06:16:00+05:30,WH-N1,North,24.0,8.74,EMP-1141,SH-3,0.877
OPS-D-0008468,1773107940000,WH-N1,North,24.0,11.44,EMP-1211,SH-3,0.704
OPS-D-0008469,2026-03-10T08:54:00+05:30,WH-N1,North,24.0,10.98,EMP-1078,SH-2,0.864
OPS-D-0008470,1773114360000,WH-N1,North,24.0,16.87,EMP-1301,SH-1,0.62
OPS-D-0008471,2026-03-10T10:59:00+05:30,WH-N1,North,24.0,11.08,EMP-1243,SH-1,0.76
OPS-D-0008472,2026-03-10T11:10:00+05:30,WH-N1,North,24.0,10.18,EMP-1235,SH-1,0.704
OPS-D-0008473,1773126180000,WH-N1,North,24.0,16.53,EMP-1158,SH-3,0.667
OPS-D-0008474,2026-03-10T13:27:00+05:30,WH-N1,North,24.0,8.45,EMP-1194,SH-2,0.869
OPS-D-0008475,2026-03-10T14:46:00+05:30,WH-N1,North,24.0,19.67,EMP-1323,SH-1,0.918
OPS-D-0008476,2026-03-10T15:53:00+05:30,WH-N1,North,24.0,8.75,EMP-1370,SH-2,0.98
OPS-D-0008477,2026-03-10T16:00:00+05:30,WH-N1,North,24.0,23.0,EMP-1136,SH-2,0.777
OPS-D-0008478,2026-03-10T17:30:00+05:30,WH-N1,North,24.0,14.42,EMP-1278,SH-1,0.783
OPS-D-0008479,2026-03-10 18:09:00,WH-N1,North,24.0,,EMP-1212,SH-1,0.781
OPS-D-0008480,2026-03-10 19:30:00,WH-N1,North,24.0,18.72,EMP-1225,SH-2,0.794
OPS-D-0008481,2026-03-10T20:54:00+05:30,WH-N1,North,24.0,21.88,EMP-1245,SH-3,0.803
OPS-D-0008482,1773158220000,WH-N1,North,24.0,17.54,EMP-1226,SH-2,0.551
OPS-D-0008483,2026-03-10T22:01:00+05:30,WH-N1,North,24.0,73.23,EMP-1016,SH-2,0.735
OPS-D-0008484,2026-03-10 23:18:00,WH-N1,North,24.0,21.16,EMP-1100,SH-3,0.749
OPS-D-0008485,2026-03-10T00:55:00+05:30,WH-N2,North,24.0,12.3,EMP-1081,SH-3,0.728
OPS-D-0008486,2026-03-10T01:33:00+05:30,WH-N2,North,24.0,17.45,EMP-1287,SH-3,0.776
OPS-D-0008487,2026-03-10T02:29:00+05:30,WH-N2,North,24.0,11.45,EMP-1186,SH-2,0.863
OPS-D-0008488,2026-03-10T03:42:00+05:30,WH-N2,North,24.0,11.53,EMP-1290,SH-3,0.682
OPS-D-0008489,2026-03-10T04:12:00+05:30,WH-N2,North,24.0,16.44,EMP-1021,SH-3,0.787
OPS-D-0008490,2026-03-10T05:57:00+05:30,WH-N2,North,24.0,23.17,EMP-1168,SH-3,0.621
OPS-D-0008491,2026-03-10T06:32:00+05:30,WH-N2,North,24.0,9.36,EMP-1374,SH-3,0.768
OPS-D-0008492,2026-03-10T07:57:00+05:30,WH-N2,North,24.0,,EMP-1203,SH-1,0.812
OPS-D-0008493,2026-03-10T08:04:00+05:30,WH-N2,North,24.0,22.31,EMP-1182,SH-2,0.693
